cifar_index,label
22085,6
27619,3
37963,4
7748,8
33278,6
43068,1
40558,3
14521,4
17483,4
2063,7
47200,2
20610,4
1776,7
801,3
22238,0
18659,0
38354,4
31992,7
45469,5
37662,3
33311,5
33612,3
36680,7
43922,3
39071,3
26222,9
4431,2
6950,4
1409,2
25601,7
20327,1
30889,5
28224,2
3657,9
34553,2
45111,4
32383,7
3235,2
11254,4
27196,9
33204,2
4585,1
16227,7
43789,1
22574,7
9719,7
8602,9
5138,9
43931,7
33760,8
28318,9
28600,4
42034,7
21841,2
8983,6
38197,6
18019,9
9265,8
29905,1
47809,6
8741,0
6122,1
4388,3
27160,9
16108,8
27706,0
38359,5
25611,1
47660,9
23893,8
30066,7
48874,8
44006,7
17204,6
1406,4
14252,2
46507,1
20880,2
20145,2
35356,1
8819,2
45431,9
32306,8
20344,3
24582,4
23064,2
32968,0
43408,8
36164,6
49387,0
25332,4
38281,4
5144,1
31317,8
5196,1
15109,2
35997,4
7444,0
37139,9
39168,7
30677,4
362,7
10319,5
26600,9
1836,6
36781,3
36062,6
21535,7
44556,8
21971,1
18635,2
18696,1
19510,4
30568,7
4109,2
9076,8
14967,1
40877,3
30215,9
47063,8
34158,9
20451,5
3085,1
22632,5
7424,4
44717,4
41810,4
19470,9
13021,4
46364,7
47151,1
27589,9
29640,6
8571,1
2117,5
39772,4
36839,7
31389,7
8608,7
19227,8
25538,0
5710,7
31605,9
20420,9
25425,5
43514,1
9535,1
8674,5
41543,8
11009,6
26399,3
41569,3
5766,7
21409,7
36693,0
6949,6
1672,9
25530,2
45221,4
4727,2
12760,9
16429,6
11974,7
34324,6
30750,1
37075,4
17021,9
17182,7
24307,6
11296,9
37283,2
826,8
20007,3
47337,0
24840,5
17549,7
38427,5
4181,6
20576,7
40948,9
16847,8
15654,2
12727,4
17442,8
41766,4
49497,0
32613,0
36939,8
48133,8
15815,5
23559,2
32782,5
19012,5
34136,3
23947,5
14869,4
7321,6
37264,1
18420,6
4525,2
37239,1
9623,8
49729,5
19103,0
30042,5
13226,2
2134,6
37978,0
22439,6
49904,9
39689,3
27974,5
44283,4
1515,8
16273,3
673,2
48336,8
22110,3
5663,1
17086,2
43077,0
35135,4
38951,3
3194,3
11023,0
46553,0
17705,8
10924,5
38465,4
20424,0
21288,0
48890,5
18951,0
17228,9
21644,6
14369,8
35047,9
41139,5
35055,5
4733,5
9990,9
13407,9
46838,3
23907,8
24678,1
35281,0
29120,1
12633,7
5831,1
45045,8
29452,5
34109,0
28047,5
21690,9
24245,9
796,2
17540,3
48779,2
27711,5
19310,1
41948,1
16996,7
5789,6
26052,5
38786,6
29252,1
18670,1
13753,6
14610,9
37443,9
29744,1
1279,9
30246,2
39224,6
1215,7
26351,4
42263,9
17735,2
26944,8
18793,7
45279,4
46453,8
24882,6
40698,9
42980,6
46871,1
10857,3
2609,9
10431,6
31862,9
44111,7
13835,0
8593,7
5486,4
23198,1
42926,8
13447,2
36458,9
20507,3
49372,8
40928,0
6560,4
32604,2
25575,7
22901,7
35270,6
28567,9
28661,5
23309,4
34551,5
3969,8
25712,0
38778,9
18815,5
5639,2
4602,8
46427,1
5227,4
30577,8
38244,2
5782,7
26550,1
10265,0
11050,2
15375,9
