cifar_index,label
27619,3
7748,8
43068,1
40558,3
14521,4
2063,7
47200,2
20610,4
22238,0
18659,0
31992,7
45469,5
43922,3
6950,4
1409,2
28224,2
3657,9
34553,2
3235,2
11254,4
27196,9
33204,2
4585,1
16227,7
9719,7
8602,9
5138,9
8983,6
18019,9
9265,8
6122,1
4388,3
27160,9
47660,9
23893,8
17204,6
20880,2
20145,2
8819,2
20344,3
24582,4
49387,0
38281,4
5196,1
15109,2
35997,4
30677,4
362,7
26600,9
1836,6
36781,3
21535,7
44556,8
21971,1
19510,4
9076,8
40877,3
34158,9
20451,5
22632,5
44717,4
41810,4
13021,4
46364,7
47151,1
29640,6
8571,1
39772,4
8608,7
5710,7
20420,9
25425,5
9535,1
8674,5
41543,8
41569,3
36693,0
6949,6
45221,4
12760,9
17021,9
17182,7
11296,9
47337,0
24840,5
17549,7
38427,5
4181,6
40948,9
16847,8
15654,2
17442,8
32613,0
36939,8
23559,2
19012,5
34136,3
23947,5
14869,4
7321,6
37239,1
19103,0
2134,6
39689,3
27974,5
44283,4
16273,3
22110,3
43077,0
38951,3
3194,3
11023,0
17705,8
10924,5
20424,0
41139,5
35055,5
4733,5
9990,9
13407,9
46838,3
24678,1
35281,0
29120,1
12633,7
45045,8
29452,5
28047,5
48779,2
41948,1
16996,7
5789,6
38786,6
13753,6
29744,1
39224,6
26351,4
18793,7
40698,9
10857,3
44111,7
13835,0
8593,7
5486,4
42926,8
49372,8
6560,4
25575,7
35270,6
34551,5
25712,0
38778,9
18815,5
46427,1
38244,2
11050,2
18322,2
41142,6
39020,6
3135,7
41718,5
3910,3
32185,7
39264,9
43937,6
31156,7
29249,2
47984,6
44945,9
42453,7
2222,6
25184,3
35540,8
42771,7
24737,4
16660,2
44430,0
22416,5
43190,2
32006,3
45887,5
46498,8
29938,9
17236,5
36229,8
38521,3
3406,8
30442,4
39929,5
35608,0
43646,1
3509,4
2289,1
32036,2
26013,9
13017,9
41348,9
22945,8
21688,9
40083,9
45037,8
47786,5
38374,8
6413,9
13132,7
38659,6
32631,0
41170,1
12025,1
39855,9
14905,4
16827,3
2524,9
22024,9
19891,9
46673,2
25191,0
45412,0
9448,2
41196,6
11734,0
46907,2
7494,9
30868,3
49363,7
14389,8
4164,9
21136,7
32184,5
42970,3
7555,2
44180,8
9591,3
3776,4
19751,9
15847,2
39021,3
28170,4
5991,7
47594,2
11375,5
22389,6
45193,2
38542,1
3015,5
40866,7
49575,4
4922,5
48480,2
22055,1
23274,9
21511,9
20659,4
9348,2
31048,0
4038,2
47411,2
21885,2
26626,3
11984,9
46939,3
4356,2
25015,5
4638,9
20220,2
38921,0
7657,9
45403,1
36617,5
40838,1
19376,2
23455,4
8281,9
21779,4
26931,7
5143,4
45240,8
41020,3
41490,0
4052,2
31421,6
3403,6
39819,0
49828,8
5281,2
33600,3
4797,1
10760,5
38988,5
47998,3
5839,9
36262,8
43005,5
19447,3
48014,2
29435,9
22181,9
49798,6
24343,9
27249,9
4483,3
18051,7
44258,6
21224,2
24136,2
21473,4
29085,9
14735,3
45474,6
28892,4
26989,9
16167,8
7985,0
4160,5
8771,1
17924,1
15939,5
20668,8
7430,1
40480,2
33560,3
11660,9
46615,8
6996,2
31343,2
2562,3
9794,3
28664,2
25112,9
29106,6
3389,7
38992,3
44059,8
16374,5
27434,0
31669,1
40263,3
28866,0
16428,1
29535,7
27917,9
39400,7
26484,8
22733,2
29315,1
47565,2
18434,4
19234,3
33731,6
17242,7
4931,2
34752,4
21177,6
20677,8
4512,5
38979,4
38768,9
33556,7
9335,1
45204,7
6215,5
42993,2
2405,7
36592,7
1410,1
21198,5
48524,3
47790,6
21789,4
29881,0
4784,9
14567,0
14484,4
6670,1
22652,9
28202,7
24201,2
39019,2
5422,1
38840,5
21084,6
10316,9
48797,5
18878,9
29982,3
39924,3
44407,5
20992,7
35671,8
48488,4
33202,0
42317,5
23566,0
43351,4
22985,4
26841,6
49583,9
47016,2
40466,6
42940,5
19840,9
5399,5
38580,0
45368,5
16672,4
7752,9
41368,1
2173,1
27218,6
16119,3
4286,4
15318,0
47325,7
10280,2
28007,5
21917,6
32830,0
43479,0
49492,3
3746,5
29244,0
44721,0
44992,1
20353,1
31571,9
45772,5
38628,0
22928,7
38800,8
2702,2
44932,0
3735,1
45624,4
27855,0
44615,8
32691,8
24550,9
1302,7
45788,8
28503,6
27228,1
31911,9
41312,2
30239,2
32329,7
20115,6
11810,4
14235,4
20392,7
30229,2
38785,1
1852,2
20499,7
32461,8
13635,6
4808,5
26415,6
8259,3
29426,6
5846,7
47880,7
16330,8
13232,2
1744,9
43866,5
13186,4
4461,8
37084,6
46160,3
33627,6
23488,5
12838,7
43174,6
36012,6
19459,5
48853,7
2708,2
15608,6
19006,4
17730,8
6939,7
26709,7
28028,3
8158,3
42571,8
39227,6
8902,5
43076,0
6334,2
7667,3
3992,1
16737,9
40736,2
46812,3
15701,5
35402,9
29538,6
23001,9
1500,2
29695,8
17983,0
46126,6
22561,2
17632,4
28723,5
16539,6
39337,6
34165,7
608,0
6609,0
18162,2
7240,9
43065,3
32592,0
9495,0
27431,0
12553,0
49221,1
23542,6
929,6
30530,1
32005,4
24952,5
27532,8
43561,6
25468,9
26601,1
4240,0
16392,0
41150,7
6641,7
32618,8
32259,8
6986,7
29610,4
6430,3
2596,6
4294,3
49117,3
14527,3
18952,2
20531,3
23235,3
8873,6
22300,8
1820,1
32270,4
41390,7
34483,9
38180,7
41297,6
1599,1
16825,0
43735,3
26840,0
20206,4
15187,9
26775,5
5687,8
2520,4
23561,7
4610,5
6754,6
16170,9
13228,2
38718,0
16571,2
16909,9
23411,6
9775,4
32488,1
47144,4
35675,4
43536,7
5618,2
43347,5
25513,8
26271,2
8778,0
3967,8
777,8
35880,2
25415,2
3579,8
4433,7
27516,0
43991,5
22737,5
3763,3
18982,9
48333,8
36699,2
5405,4
1448,1
4540,0
12988,3
10429,5
4185,1
24798,2
28198,7
4030,0
18329,3
9804,5
47459,7
39711,7
28704,3
4005,9
17011,0
32331,8
12883,0
12398,2
47598,7
30781,7
17408,7
14104,4
3533,4
20421,5
44293,5
21363,2
12349,5
46976,3
41064,6
15178,4
43627,4
34781,0
28155,3
2896,4
38996,2
43223,7
6485,4
361,6
43117,6
3315,1
583,3
32194,0
26404,1
46293,2
11294,3
18017,7
23040,6
32010,6
25916,7
49962,6
13623,8
34377,2
40564,9
41247,8
26904,3
3520,2
6768,6
42095,7
7426,3
38149,3
2827,1
15665,1
15020,7
31866,4
29170,8
870,8
11267,5
5677,4
41544,9
40002,5
2961,9
46902,0
21969,3
25004,0
6731,1
17051,3
5395,9
46269,9
44814,6
5302,6
40603,3
10292,1
21864,3
2513,0
34269,1
35571,6
31039,9
30890,7
10209,3
25497,7
45496,4
10253,6
32980,3
49966,6
34267,4
49767,8
44652,2
38100,3
29032,5
7487,3
17382,2
47719,2
36895,7
29323,7
1210,6
26015,8
32163,9
46376,1
3211,0
48191,4
14919,3
43041,2
44659,8
43447,1
39580,2
7521,2
10023,4
12101,6
31821,2
36240,3
47404,0
5817,2
31419,2
22036,7
46711,7
4006,1
45377,1
6932,6
23063,3
28537,8
47749,1
24163,0
25754,8
49688,9
38349,2
4869,0
10491,1
27836,7
48834,3
36013,8
11678,9
4414,3
20288,8
47932,2
34419,8
37554,3
5202,1
8301,8
42374,6
5586,3
13641,8
12853,3
37969,2
34725,6
15186,5
26508,9
44746,0
4071,9
20604,8
20176,9
13151,5
8650,9
415,0
42422,9
2888,6
21195,0
30779,3
30201,5
634,9
49393,8
21547,1
45325,8
19937,8
519,8
1901,1
19893,9
24592,0
11220,2
47350,8
47211,5
25424,3
24934,8
49388,8
49106,2
18996,8
42337,5
16246,8
28912,0
8557,6
33155,7
36186,2
24692,8
10832,1
11994,4
36074,3
19566,3
40173,1
19804,0
42835,8
47471,6
44564,9
36835,2
11690,6
49120,5
4130,6
2001,9
5296,2
38020,6
27411,7
44536,6
1472,9
32823,8
39347,5
29231,1
7462,0
18745,0
45341,2
5056,9
20885,6
3457,3
43389,6
37601,7
48978,0
41411,2
44449,9
9261,9
6490,3
43538,6
30951,1
42500,7
5111,2
14532,4
6525,9
43453,1
4543,0
626,0
11613,8
36068,0
3613,9
34511,7
2713,6
10287,9
417,0
33826,4
45313,0
8728,9
48832,5
3581,7
22334,1
28897,0
17476,6
49150,1
26757,2
49425,9
27360,9
22582,4
32357,8
22369,4
25876,7
13712,0
20519,9
31609,4
41965,6
14700,5
145,4
6244,1
36776,7
12686,5
1730,6
27631,4
32985,6
46607,2
22442,9
4287,8
47717,3
23487,9
40273,6
13591,8
42343,9
38927,8
5872,5
37782,9
29028,3
24626,6
2305,5
27236,4
48726,8
13238,0
12734,5
5226,2
37350,3
25205,5
32742,9
63,2
38924,5
21763,6
41449,7
46996,7
14464,8
11302,0
47990,8
5683,1
6987,6
8120,8
40429,8
45165,6
18436,0
12533,2
7631,0
5549,0
32598,5
17105,6
43865,1
14878,1
44391,9
27382,1
12340,1
24589,0
37589,5
13037,1
8973,1
42680,7
40504,0
18178,1
26683,7
25910,1
44024,5
7146,2
7810,0
12723,4
39637,6
32674,6
27632,6
44981,8
23391,1
7055,7
49805,4
45329,1
21711,2
1653,5
44774,2
33350,2
5749,5
8520,3
3951,0
8444,0
6188,0
22756,9
16277,5
9049,4
20661,1
30858,2
45685,1
11082,1
30441,5
31504,7
7471,9
34657,8
27883,7
6348,3
12590,4
38656,0
3674,0
33923,0
29521,5
542,5
34375,1
15363,1
18695,7
21646,8
17270,9
25856,1
47518,3
35635,1
635,9
31579,4
21164,8
26672,8
39039,1
46193,6
45263,4
17992,4
38680,5
49775,3
12084,4
31349,4
19681,3
42284,7
26555,4
39186,4
43711,1
33759,6
26419,6
17123,4
33363,0
10759,5
36420,4
1541,1
18966,5
45337,7
30995,3
8027,8
2858,4
21776,5
25504,3
27084,1
43749,3
8201,1
14147,4
15944,2
39568,6
30137,5
46039,9
43716,3
30763,5
4479,5
17734,1
33098,3
30883,7
19276,3
1874,6
23373,6
7815,5
16181,4
18545,0
38607,8
34892,8
67,9
15644,7
19580,3
38906,4
22103,5
21300,9
45274,4
15934,1
24796,5
14959,6
17428,9
28798,1
19158,2
15918,4
7024,4
37917,6
2216,4
29614,7
47529,1
35431,4
36168,4
503,8
15161,8
43257,3
10368,7
45379,3
6631,8
32393,5
27141,5
4890,5
24730,9
46688,3
5612,9
12878,9
10945,5
45762,5
40658,4
30906,6
6274,4
28549,9
16469,5
41035,3
25006,3
30102,2
33947,4
20178,5
20523,0
21127,5
48630,5
1628,6
18677,0
10147,8
35753,1
3114,0
26281,5
2357,9
31252,9
3144,8
36578,1
30251,2
14017,2
46163,9
28206,7
2182,5
15833,6
966,4
457,0
21561,5
29828,1
6341,2
5912,6
8990,2
41327,6
27449,8
30956,7
34622,9
16028,2
35011,1
35831,6
46279,1
37256,6
34780,0
6481,7
44084,3
34598,1
21939,9
21696,9
13838,6
13436,0
15773,4
37173,3
7076,7
27750,2
1637,6
36672,1
8549,0
48157,3
15702,1
20568,0
42150,1
4248,7
16904,3
8903,8
23110,8
13720,8
18298,0
42005,5
43998,0
48924,0
28984,3
25895,7
36627,0
27413,3
48731,4
41046,5
6535,4
9674,8
23622,3
13114,2
25969,0
17658,3
49307,6
17529,3
1104,3
44117,1
48309,4
5849,5
7387,8
20749,8
44335,2
1223,9
17463,7
34654,2
3589,6
25837,9
82,4
37988,8
1253,9
48944,2
40359,0
3451,5
46110,3
15547,7
33162,0
1989,6
36580,7
2064,5
43260,7
24963,1
535,5
10792,6
39730,5
9343,3
46845,4
22909,6
17445,5
43817,8
25745,3
12575,1
23346,2
7229,5
37255,2
24081,3
2645,9
2637,9
12157,7
36378,5
1897,3
12471,2
19120,9
42505,5
6685,2
22070,1
4138,2
44379,6
5167,6
41790,2
15684,4
10500,4
11697,7
45947,3
18931,4
14185,5
6141,1
38661,4
44154,5
49371,0
43501,6
45087,7
25521,8
29420,4
1431,8
27601,1
16283,6
12052,0
4463,5
18105,0
42253,9
35397,4
47781,5
31737,1
2526,9
8684,5
10633,4
6368,3
16870,7
34371,8
34132,5
25385,0
16193,8
31843,4
37057,3
25725,8
17962,8
463,2
3245,2
11617,3
4756,4
11476,3
43125,0
6650,0
13093,3
14233,7
27742,3
8699,6
26603,8
11505,8
42789,3
27476,2
44197,3
4848,8
1098,3
2157,9
48204,7
42357,3
39974,1
13500,6
37964,3
29625,2
39672,9
22842,3
18101,2
39270,7
27714,3
46454,7
37859,7
41551,2
25419,0
14961,5
23761,3
46883,4
33879,3
13209,6
4698,5
25212,0
43705,8
37038,3
42576,0
28887,0
27302,4
1779,5
27037,1
19151,3
12642,3
37041,0
24147,3
29972,9
2496,1
38766,2
37710,8
22267,7
28890,2
47535,1
477,4
16908,4
22618,2
4231,4
584,8
13605,7
14260,8
3878,9
6781,5
18488,9
48918,7
28581,9
23987,6
12744,7
43828,0
25869,8
27607,1
35772,3
22603,2
41719,3
37720,5
34819,4
9687,0
16860,8
47169,7
34019,0
10869,3
366,7
15256,4
33631,5
42612,7
20612,8
31060,4
4965,8
22193,3
25125,2
39603,5
41867,8
32001,5
30587,3
41870,6
30022,3
49669,4
29186,9
32647,1
20803,6
3328,3
9112,6
45323,4
4657,3
16561,3
18822,8
32969,4
46360,5
48811,7
18818,4
38160,5
23196,7
44888,8
47461,9
23996,3
19859,0
10393,1
22002,6
14694,6
8933,9
39808,6
47588,1
21849,2
42611,8
29121,1
41501,5
6674,3
47226,1
24640,9
8859,7
20508,8
41281,8
6004,8
23381,7
35265,5
23654,4
29796,5
25509,3
10406,2
5252,2
13439,3
15857,9
45854,3
18810,1
25132,7
3360,4
2544,4
27770,5
34827,2
18283,3
43927,4
22964,4
10327,6
25473,6
20088,1
24384,3
48559,9
8203,7
47030,1
34897,8
19127,0
44486,6
8911,4
17412,4
13784,1
44907,8
46670,8
9432,9
29549,5
20654,4
8064,7
36625,6
19622,8
45010,0
2042,3
35715,3
49377,7
158,4
1182,4
25370,7
36721,1
28757,5
12355,0
15222,7
33744,4
37379,7
35822,5
10271,1
21504,2
44780,4
33080,4
8887,7
27039,7
20565,7
12186,9
35970,4
39154,8
37980,7
2516,5
47516,7
11655,3
4359,4
13767,9
38134,4
49128,0
34534,5
6189,7
16353,6
32829,2
15007,8
15177,5
48416,0
36055,0
32767,8
20043,5
21754,7
33668,9
17315,5
29745,7
33503,2
29593,0
16831,0
22757,5
2221,8
2497,9
45517,4
29891,4
19715,6
44497,5
42063,7
41301,4
14571,9
27694,9
5110,3
44134,1
4171,1
21967,7
21689,5
4370,2
41177,6
1172,5
39783,5
34663,2
45595,4
4609,1
4419,5
45269,5
6308,0
49614,3
23984,0
23213,1
29275,1
23686,6
48747,6
41009,6
9515,6
15806,7
10452,3
35711,2
8731,5
15134,2
48036,1
20847,6
6208,3
11216,0
49455,5
28226,4
23755,4
15781,4
10139,8
36543,3
28307,2
36249,3
38317,3
48860,4
12939,6
48452,3
17956,7
30653,3
3906,0
13415,2
49080,1
13064,3
24673,6
48836,8
15472,7
3048,6
8068,4
46382,4
31277,4
31274,1
41422,2
26581,5
41452,0
13540,7
42849,4
45292,7
18464,2
47642,1
40790,9
9891,7
15730,4
18047,0
30418,1
11022,0
433,7
35539,8
22022,8
27134,6
44758,2
16752,0
36118,9
15980,5
14918,2
25028,3
2999,4
5632,1
30195,7
22703,7
34612,6
20121,3
593,1
16070,3
17490,0
4529,5
4708,9
19441,4
3673,2
13649,0
45217,3
47262,9
297,5
4627,5
33670,0
11083,5
27789,4
28721,7
39452,6
41360,5
19362,5
195,5
6176,8
14775,7
9723,8
9511,9
21427,8
7297,1
35025,7
43395,5
13522,0
8786,3
33301,3
23481,0
39831,9
16233,1
38415,7
25192,2
30306,4
34110,9
36733,8
34802,1
23169,9
3177,3
20987,4
6075,0
41409,9
17521,7
4137,4
39407,2
38190,0
16852,5
32794,3
22397,2
26113,9
16795,5
18418,4
15339,4
40199,7
24028,5
37246,0
26440,8
18957,9
22083,5
22033,9
22189,0
31040,2
22327,7
45607,6
41821,0
15127,3
7842,0
47397,2
34503,2
43104,9
45669,7
7771,3
36720,6
33597,4
238,1
25485,7
25840,5
36066,3
32692,4
36311,0
8696,1
39213,0
15448,3
17776,6
5858,0
14304,2
2572,9
41961,4
24867,5
21344,7
28847,1
22738,2
9847,6
12754,0
31566,9
9881,0
18646,2
6621,2
9773,7
31470,4
1540,0
26171,5
7821,1
39333,1
17209,1
35783,1
14781,4
8986,3
24017,3
15854,3
42855,9
3680,8
8009,6
24914,5
48999,3
4776,2
1992,4
40077,4
2285,8
13905,4
8470,9
702,3
49854,6
1558,8
46391,7
1363,3
49932,1
21627,1
35095,0
8974,3
33912,5
10695,7
7707,1
45169,6
31323,1
3268,8
21956,6
32253,4
32696,7
24488,0
45914,3
25417,6
30436,4
41482,4
18930,9
5410,2
46349,3
47349,1
26217,7
31912,3
41004,6
11865,9
23640,8
48601,3
20674,1
3184,0
35053,5
1622,9
4686,7
7452,2
669,4
34810,1
26213,2
19402,8
21691,7
11035,2
48704,5
27400,7
49147,9
15295,1
13496,6
19553,7
29369,7
10801,2
16598,1
38865,6
38456,2
2037,1
41005,4
42775,2
21693,4
3134,3
919,5
7414,9
11407,1
35493,2
13557,2
35532,3
26146,2
3283,4
37003,5
30845,7
46189,9
48880,3
7455,8
31202,8
49182,8
7029,8
8330,3
47524,5
7000,5
36035,5
40239,5
9390,0
11478,2
14259,5
41910,3
37474,7
7966,8
44608,2
46124,6
34168,0
15936,9
20582,6
9839,6
13727,2
16260,7
4458,1
40549,6
18173,6
17339,2
37062,0
45121,4
13388,8
23944,2
32426,8
40265,9
17947,0
48870,2
23565,8
2954,8
20916,0
19787,3
25802,3
17859,2
8534,2
1418,9
39747,2
39920,5
19594,1
23276,4
42915,4
35546,0
46341,3
38192,1
27017,4
6762,8
45562,9
24832,5
21743,0
316,9
40494,9
27804,5
17216,9
36081,1
48799,1
12555,9
42200,2
9309,1
40733,0
6960,6
2399,7
41227,7
2836,6
16835,5
24460,3
34815,8
37166,2
2122,4
42416,6
36552,4
26825,9
39758,7
3831,0
24927,2
47414,8
31844,3
37810,7
18264,4
10980,8
3178,3
49265,6
6214,4
28536,5
