label,sentence1,sentence2,sample_index
1,A person in makeup in a traditional ceremony.,A person takes part in a traditional ritual,1
1,Three women wearing blue walk along a sidewalk while laughing and smiling.,Women walk together outdoors.,24
0,Good Samaritan pulling an extremely drunken man out of the street onto the sidewalk to avoid him from being run over.,A person running away from someone in need.,25
0,The long black shadow casts a image on the rock while the young girl climbs the rock.,A cat is climbing a rock.,29
0,A young blond woman in a polka-dot outfit and black glasses sitting in a restaurant.,A young woman waits for her romantic date at the restaurant.,31
0,A dog gets major air catching frisbees in a trick contest.,A dog is doing great in the competition for Frisbee catching.,49
1,Girl with tattoos looking a painting.,A girl looks at a painting.,55
0,A recently married couple pose outside in their wedding clothes.,They just filed for divorce.,56
0,Several people dressed with angle wings and orange vest waiting for the subway.,A group of people gathering together.,73
0,Stargazer in a leather jacket prepares to gaze at the evening sky.,Stargazer in a leather jacket prepares to gaze at the morning sky.,77
1,Woman with a hat on climbing a cliff near a large body of water.,A woman is outside.,78
1,"Two women, one in traditional Mexican clothing, help a child across the street, as a man looks on."," Two women, one in traditional Mexican clothing.",92
1,"Surrounded by spectators, a man in a red shirt, white pants and visor, swings a golf club.",A man is outside.,96
1,A pitcher is getting ready to throw a ball during a baseball game.,A baseball game is being played.,97
1,The man in the glasses is working on a laptop computer.,A person with a laptop.,105
0,Two workers help customers at the Sonoma Artisan Sourdough Baker stand.,The bicycle salesmen sell the women used bicycles.,106
0,A man smokes a cigarette through a dusk mask while sitting in a chair.,the man doesnt smoke,136
0,Three sailboats float on calm water in front of hills and palm trees.,A couple of boats being disposed of at the junk yard.,147
1,Beautiful girl opening a Christmas present with two dogs at her feet.,Beautiful girl opening a Christmas present,162
0,"Man with old movie camera and equipment, all in gold, being approached by a young child in a blue coat.",A kid approaching a man with camera equipment to ask a question.,170
1,"A person rollerskating while wearing knee-pads, helmet, and wrist-guards.",A person with safety gear is skating.,178
1,A man wearing a black shirt sings in a band.,The singer at the concert is wearing black.,190
1,Two small dogs play on the lawn.,Two dogs play on the lawn.,196
0,A gray dog is in grass.,A dog walks in the living room,223
0,People are standing in a room with a television that has a picture of a boat on the water.,A family watching Gilligan's island,228
0,A girl is sleeping on top of a book in a library full of books.,A girl falls asleep in her bed.,255
0,"A young child plays with a hose in a field with another child, and two adults.",The children playing are siblings.,266
0,"Three men, two wearing yellow suits, are looking in the back of a car.",Three men breaking into a car.,274
1,A little girl grasps her hands while sitting on a green and white striped towel in a grassy field.,A little girl sitting outside.,296
1,Two young children are lying on a porch in sleeping bags.,Two children are in bags.,298
0,A tan curly-haired dog jumps in the snow with a stick in its mouth.,A puppy is playing fetch.,299
0,A family sits down at a table to play a board game together.,A family is having a game night.,314
1,Men gather around a basket full of fresh fish as another man lifts the largest fish in the air.,Some men are viewing fish.,325
0,A group fathers in folding chairs and drinks some beers in the backyard.,The fathers likes each other.,342
0,"Hooded women at event, one seated next to a table with large glasses on it.",The woman are at a renessance fair.,366
1,"A little girl in cuffed jeans, a long-sleeve pink shirt and no shoes is sleeping on the sofa.",A child dozes on furniture.,381
1,Female child walking on the beach wearing an elmo shirt.,Female child walking on the beach,390
0,A person in a yellow top and green shorts stands in a field by a soccer goal.,A person is running and playing soccer.,409
1,A young woman with blue jeans and a black tank top is walking down the sidewalk screaming and clutching her chest.,There is a human on a road.,412
1,A man leaping from a rocky hill.,The man is outside.,415
0,Two women and a young man play a game around a table.,Everyone is watching a movie.,416
1,"A man wearing a white shirt, gold cross, and a cowboy hat is standing in front of a roller coaster.",a man stands in front of an amusement park ride,420
0,"A night shot of people gathered around a sign that says ""We Are Demanding"".","A night shot of people gathered around a sign that says ""NO SMOKING"".",433
0,A man working on a brass pot on the ground.,The man is working at a table.,438
0,A surgeon performing surgery.,patients are standing in hospital,442
1,A man with his shoes off is sitting on a rug.,a person sitting.,469
0,A couple is kissing on a bridge.,A couple fights outside a restaurant.,478
0,A teen boy is looking in the mirror with his entire face covered in shaving cream and is shaving his cheek.,A grown man fixes his long beard in the restuarant window.,485
0,A motorcycle is lying on the ground near a fire engine.,This motorcycle will never roll again.,490
1,A young baby crawls across the wood floor towards the water bottle.,A baby is crawling,534
0,"An African American woman braiding another African American woman's hair, while sitting in a white chair.",The woman sitting in the chair is braiding her own hair.,544
1,A child is holding a colorful object and overlooking a crowd of people while sitting on the shoulders of an older person.,A child is sitting on the shoulders of someone older than them and near a crowd of people,548
1,A woman sits on a green bench while reading a book.,A human sitting,561
0,Two men not looking at pictures.,Two men looking at pictures.,574
0,An Indian man transports three containers on his bicycle.,A man transporting in bicycle.,588
1,A boy in an orange life vest plays on the shore with his net while his father in a red shirt and straw hat fishes.,A father and his son are fishing,589
1,Two guys in blue shirts are standing on top of a construction surface doing construction work.,A couple of workers are are doing construction.,609
0,"Four people are sitting in the middle of an ocean, on something unusual.",woman plays accordian,618
0,"A woman in a black shirt, jean shorts and white tennis shoes is bowling.",A woman is bowling with a pink bowling ball.,628
1,A child runs barefoot across a blacktop parking lot.,A child running on the parking area,630
0,Man using a loom to make something.,A man is making a bracelet with a loom.,638
0,Man in suit jacket and tie walking.,A man in a suit jacket is sleeping on the bus.,657
1,A family picnics in a park with a greenhouse in the background.,The family is having a picnic together at the park.,667
1,Two men wearing hats are shown at the front of a crowd of people.,There are two men in front of the crowd.,687
0,A girl in very interesting shoes and a blue dress walks down the street.,A girl is walking down the street to her friends house.,693
0,A man in blue is in the top balcony looking down.,the guy looks down from the balcony at his wife,702
1,A group of people rowing on a lake.,tourists are enjoying water,703
1,The traffic lights are painted yellow,The traffic lights are painted.,704
0,A woman in white blowing bubbles.,A fugitive was arrested with bubble gum and cocaine.,718
1,"A group of men, one with a bike, on a dock with tires and a rope.","A group of men, one with a bike, on a dock",722
1,Three dogs are playing rough in a sandy field.,Three mammals playing with each other.,725
0,"A few men are shown flipping in the air, upside down, as a result of using a contraption that is on their legs.",guys play with super pogo sticks,760
0,"A redheaded, heavily freckled, caucasian woman sits, eating chips.",The chips are spicy,767
0,"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",A group of men silently protest.,780
0,A man wearing a helmet bicycling in the woods.,A man is biking to a campsite.,797
0,Two basketball teams playing a small game watching a ball as it flies towards the goal.,Two football teams await the kickoff.,800
1,A city street with cars parked by the meters and people walking and congregating under a pavilion type area.,A city street with cars and people on it.,817
1,A blond individual rides a jet ski in water near a mountain range.,A person plays in the water.,818
0,Three men racing downhill on modified skateboards and race gear.,Three women racing downhill on modified skateboards and race gear.,847
1,a butcher cutting an animal to sell,Someone is cutting up a dead animal.,858
1,a dog jumps for the Frisbee the girl is holding.,A dog jumps for the Frisbee the person is holding.,863
0,"a rock climber, climbing an extremely steep rust-colored rock wall, and he is wearing a bright orange hard hat with a light attached to it in the front, sunglasses, and jeans.",A rock climber is preparing for a future competition,867
1,A woman stands outside of a church door alone.,A woman is standing alone outside of a door.,869
1,A young child in a pink coat erasing a sign out on a sidewalk.,A child is outside.,870
1,A little girl holds a red balloon in front of a doorway.,There is a person in close proximity to a man-made structure.,878
1,"a man wearing a blue shirt, standing on the railroad is taking picture of the bridge.",A man is outdoors taking pictures.,905
1,Blacksmith at working outdoors.,Iron smiths are working outside.,906
0,A black dog jumping off a dock into water.,A brown and white dog is jumping into the water on a Tuesday afternoon.,912
1,Snowboarder in a striped shirt going off a ramp in front of a crowd.,It is snowing,918
0,A group of people stand and look at a kid who jumped.,The group of people are watching the kid who just jumped off the top of a jungle gym and broke his arm.,927
1,"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",A person on crutches.,941
1,A group of children play in the muddy water near the woods.,the children are wet,970
1,People walking and biking down a city street lined with white-painted houses.,The street was lined with white-painted houses.,971
0,Two surgeons performing a surgery.,Two doctors doing a heart transplant,979
0,A man in a brown jacket and beige cap is drinking from a Styrofoam cup.,a warmly dressed man is drinking coffee,983
0,A trumpet player reads sheet music in a performance.,A saxaphone player plays without sheet music.,992
1,local nationals running past a humvee while a soldier stands over fellow troop.,There are soldiers and a humbee.,999
