cifar_index,label
22085,6
27619,3
44768,3
11711,6
37963,4
7748,8
33278,6
43068,1
40558,3
32267,0
14521,4
2063,7
25285,9
49394,6
20610,4
35846,0
1776,7
4742,8
38354,4
33083,2
2415,4
31992,7
38898,0
45469,5
37662,3
33311,5
27510,1
26152,9
12958,2
23886,9
39071,3
26222,9
6978,5
4431,2
6950,4
29974,1
1409,2
25601,7
20327,1
48824,4
28224,2
3657,9
3176,4
34553,2
20474,0
46398,4
18462,3
3235,2
11254,4
18894,5
33204,2
49662,9
23295,3
4585,1
16227,7
43789,1
22574,7
9719,7
8602,9
36741,9
36158,1
43931,7
5340,2
33760,8
28318,9
28600,4
3255,7
8983,6
41031,4
22662,3
18019,9
9265,8
29905,1
47809,6
9883,8
8741,0
22140,9
3930,9
6122,1
4388,3
27160,9
16108,8
27706,0
12214,6
25611,1
47660,9
23893,8
42805,1
30066,7
19252,5
48874,8
44006,7
19277,0
17204,6
33822,2
11155,5
7638,6
2617,0
1406,4
46507,1
20880,2
35356,1
45431,9
8321,2
12809,0
34007,5
20344,3
24582,4
47415,4
23064,2
32968,0
36164,6
49387,0
35523,7
5144,1
31317,8
15109,2
35997,4
7444,0
37139,9
48476,0
39168,7
2952,8
30677,4
43774,7
44894,4
362,7
33709,3
10319,5
26600,9
1836,6
28303,6
39450,9
4795,7
36062,6
49474,5
18189,5
37645,2
21535,7
40135,4
44556,8
21971,1
21565,8
18635,2
23864,1
6145,6
18696,1
19510,4
4109,2
9076,8
21331,1
30215,9
26691,9
45620,8
34158,9
3085,1
22632,5
7424,4
13021,4
46364,7
27365,9
47151,1
27589,9
29640,6
8571,1
2117,5
20831,0
1251,1
39772,4
36839,7
31389,7
19227,8
36985,8
48398,5
41238,0
38666,8
25538,0
5710,7
31605,9
12338,2
2525,3
43514,1
9535,1
8674,5
33880,3
24053,8
41543,8
37065,0
11009,6
27502,0
26399,3
2868,2
46742,3
6949,6
1672,9
33368,0
25530,2
45221,4
4727,2
12760,9
30416,9
16429,6
11974,7
30750,1
37075,4
17182,7
39502,8
11296,9
33999,0
12353,8
826,8
20007,3
44320,0
24354,6
17549,7
38427,5
4181,6
20576,7
23275,1
40948,9
48596,7
15654,2
15907,2
12727,4
18263,1
41766,4
38803,7
49497,0
32613,0
36939,8
15815,5
32782,5
3610,2
44400,4
19012,5
34136,3
23947,5
14869,4
7321,6
37264,1
15022,8
18738,4
30938,6
4525,2
48778,0
46841,3
37239,1
9623,8
19103,0
30042,5
49982,3
2134,6
37978,0
22439,6
49904,9
27974,5
9392,1
28741,5
32206,0
48336,8
22110,3
41705,3
29283,1
43077,0
9972,8
43313,3
46846,6
35135,4
17541,3
3194,3
11023,0
41324,0
24597,3
49064,9
17705,8
10924,5
38465,4
20424,0
20813,0
25587,2
21288,0
48890,5
1002,3
18951,0
21644,6
15917,4
14369,8
35047,9
25327,8
41139,5
35055,5
4733,5
9990,9
13407,9
46838,3
23907,8
24678,1
29120,1
12633,7
5831,1
45045,8
29452,5
34109,0
13768,1
32448,8
46978,9
28047,5
5391,0
18256,6
21690,9
796,2
17540,3
27711,5
19310,1
27562,0
28885,4
41948,1
5789,6
26052,5
38786,6
29252,1
36966,8
18670,1
21988,9
13753,6
