cifar_index,label
22085,6
27619,3
11711,6
37963,4
7748,8
40558,3
32267,0
14521,4
2063,7
25285,9
35846,0
1776,7
4742,8
33083,2
2415,4
38898,0
45469,5
33311,5
27510,1
12958,2
23886,9
39071,3
6978,5
29974,1
25601,7
20327,1
28224,2
3176,4
34553,2
20474,0
46398,4
18462,3
11254,4
18894,5
33204,2
49662,9
23295,3
4585,1
36741,9
43931,7
5340,2
33760,8
28318,9
28600,4
8983,6
41031,4
18019,9
29905,1
22140,9
4388,3
47660,9
23893,8
30066,7
44006,7
11155,5
7638,6
2617,0
46507,1
35356,1
12809,0
23064,2
32968,0
36164,6
49387,0
35523,7
5144,1
15109,2
7444,0
48476,0
39168,7
2952,8
30677,4
43774,7
362,7
33709,3
10319,5
26600,9
28303,6
39450,9
49474,5
18189,5
37645,2
40135,4
21971,1
21565,8
23864,1
4109,2
21331,1
30215,9
26691,9
45620,8
34158,9
3085,1
22632,5
7424,4
46364,7
27365,9
27589,9
8571,1
20831,0
1251,1
39772,4
36839,7
19227,8
36985,8
48398,5
38666,8
31605,9
12338,2
43514,1
9535,1
8674,5
33880,3
24053,8
37065,0
11009,6
27502,0
46742,3
1672,9
33368,0
45221,4
30416,9
16429,6
11974,7
30750,1
37075,4
17182,7
39502,8
11296,9
12353,8
826,8
44320,0
24354,6
20576,7
23275,1
40948,9
48596,7
15654,2
12727,4
41766,4
38803,7
36939,8
44400,4
34136,3
23947,5
30938,6
46841,3
19103,0
2134,6
22439,6
27974,5
48336,8
43077,0
46846,6
17541,3
11023,0
49064,9
17705,8
10924,5
20424,0
20813,0
25587,2
18951,0
21644,6
14369,8
35047,9
25327,8
41139,5
9990,9
13407,9
23907,8
12633,7
5831,1
45045,8
34109,0
13768,1
32448,8
46978,9
5391,0
18256,6
21690,9
796,2
27711,5
41948,1
38786,6
36966,8
18670,1
21988,9
14610,9
37443,9
39224,6
42263,9
3740,8
38060,2
39487,5
16226,9
46453,8
24882,6
46871,1
10431,6
13835,0
8593,7
41407,2
36458,9
20507,3
48150,9
49372,8
6560,4
27291,9
25575,7
22307,2
35270,6
28567,9
23079,0
31713,9
3969,8
24984,8
25712,0
38778,9
35773,9
46427,1
30577,8
6595,3
37572,2
15375,9
21465,5
7792,0
6514,8
26538,8
17215,9
15066,9
3910,3
39264,9
17131,4
22163,1
43937,6
24346,7
22056,8
47020,9
29249,2
37822,6
47984,6
46195,9
10341,3
44945,9
27127,6
27183,6
14242,7
32043,3
45495,9
2706,9
35540,8
23585,7
16660,2
1061,5
44430,0
17551,9
8901,7
827,2
24125,9
31110,1
36481,2
35143,4
29417,2
29938,9
21968,9
48842,0
36229,8
16514,4
30442,4
40795,9
35608,0
43646,1
13657,9
41019,0
44806,0
32036,2
26013,9
2430,7
35074,8
20239,8
41253,8
22945,8
22765,4
40083,9
45037,8
28297,1
42957,8
8487,4
6413,9
19999,5
13132,7
38659,6
32631,0
39855,9
27367,6
16827,3
2524,9
49214,6
22024,9
28800,8
1960,0
19891,9
16025,7
42168,2
35897,9
36827,9
9448,2
46480,0
21617,7
37210,5
27622,9
33765,5
45509,0
36095,2
30786,2
12661,5
502,2
49363,7
41750,4
14389,8
24046,4
4164,9
20059,5
4094,6
