cifar_index,label
22085,6
7748,8
32267,0
2063,7
25285,9
35846,0
1776,7
33083,2
2415,4
38898,0
33311,5
27510,1
12958,2
6978,5
29974,1
25601,7
20327,1
28224,2
34553,2
20474,0
46398,4
18462,3
11254,4
18894,5
49662,9
23295,3
4585,1
36741,9
43931,7
5340,2
33760,8
28318,9
28600,4
8983,6
18019,9
29905,1
22140,9
47660,9
23893,8
30066,7
44006,7
7638,6
46507,1
35356,1
32968,0
36164,6
49387,0
35523,7
5144,1
15109,2
7444,0
48476,0
2952,8
30677,4
26600,9
39450,9
49474,5
37645,2
40135,4
21971,1
21565,8
23864,1
4109,2
21331,1
30215,9
45620,8
3085,1
22632,5
7424,4
46364,7
27365,9
27589,9
8571,1
20831,0
1251,1
39772,4
36839,7
36985,8
48398,5
38666,8
31605,9
43514,1
8674,5
33880,3
24053,8
27502,0
46742,3
45221,4
30416,9
16429,6
30750,1
39502,8
12353,8
826,8
44320,0
24354,6
23275,1
40948,9
48596,7
15654,2
12727,4
41766,4
38803,7
36939,8
44400,4
34136,3
30938,6
46841,3
19103,0
2134,6
22439,6
27974,5
48336,8
43077,0
17541,3
11023,0
49064,9
17705,8
10924,5
20424,0
20813,0
25587,2
18951,0
21644,6
14369,8
35047,9
25327,8
41139,5
9990,9
13407,9
5831,1
45045,8
34109,0
13768,1
32448,8
5391,0
18256,6
21690,9
41948,1
36966,8
18670,1
21988,9
37443,9
42263,9
38060,2
39487,5
16226,9
24882,6
46871,1
10431,6
13835,0
8593,7
41407,2
36458,9
20507,3
49372,8
6560,4
27291,9
22307,2
28567,9
31713,9
24984,8
25712,0
38778,9
35773,9
46427,1
30577,8
6595,3
37572,2
15375,9
21465,5
7792,0
6514,8
26538,8
17215,9
15066,9
3910,3
39264,9
22163,1
43937,6
24346,7
22056,8
47020,9
29249,2
37822,6
47984,6
46195,9
10341,3
44945,9
27127,6
27183,6
14242,7
32043,3
45495,9
35540,8
23585,7
16660,2
1061,5
17551,9
827,2
24125,9
31110,1
36481,2
35143,4
29417,2
21968,9
36229,8
16514,4
40795,9
35608,0
43646,1
13657,9
41019,0
44806,0
2430,7
20239,8
41253,8
22945,8
22765,4
45037,8
28297,1
42957,8
8487,4
6413,9
32631,0
27367,6
16827,3
2524,9
49214,6
22024,9
28800,8
1960,0
19891,9
42168,2
35897,9
9448,2
46480,0
27622,9
33765,5
36095,2
30786,2
12661,5
49363,7
41750,4
14389,8
4164,9
32184,5
12197,8
40142,6
12313,4
27814,1
39985,7
49779,9
44180,8
13418,2
29720,6
19751,9
5991,7
3096,6
2797,8
19913,3
23624,9
40412,9
38542,1
4975,8
23194,0
9747,8
10061,0
47924,7
47093,0
5460,1
11719,6
900,9
13651,5
43625,7
4922,5
43995,6
33102,7
17602,6
22055,1
21963,7
29598,8
20659,4
31309,5
32154,7
42322,7
45266,6
49249,9
15961,1
12182,9
11984,9
41345,0
4356,2
44151,7
12522,4
4638,9
20220,2
32743,1
3624,8
13079,8
13390,6
39402,1
20767,6
3352,0
26610,9
14553,6
26931,7
5143,4
29893,0
1552,6
22229,5
45240,8
41020,3
26225,8
18610,6
45215,5
7850,2
24514,0
9618,4
34540,1
33230,1
29415,2
39819,0
35628,8
30934,9
39664,0
45616,4
36262,8
38045,8
43005,5
19447,3
29435,9
49616,1
27249,9
35004,1
33951,1
19430,6
44258,6
46567,9
1190,9
49553,8
49973,1
29085,9
7500,3
24781,6
13927,4
16167,8
27279,5
16431,5
27372,4
44477,8
8771,1
46256,6
17924,1
20668,8
32937,1
7430,1
21933,1
31177,2
11660,9
46615,8
34624,2
27699,8
40581,8
27480,2
2562,3
4468,0
38990,5
29106,6
3389,7
271,2
44059,8
17826,2
16374,5
14581,8
28866,0
45238,2
15756,1
99,1
40317,0
29535,7
34021,8
38438,6
26484,8
22733,2
47565,2
19867,1
38157,1
19234,3
41963,1
21177,6
14549,1
31370,8
47141,4
49542,8
20677,8
38979,4
38768,9
47878,6
4619,0
33556,7
12858,4
8328,5
6215,5
