cifar_index,label
22085,6
7748,8
32267,0
2063,7
25285,9
35846,0
33083,2
2415,4
38898,0
33311,5
27510,1
29974,1
25601,7
34553,2
46398,4
18462,3
49662,9
23295,3
4585,1
36741,9
43931,7
5340,2
33760,8
28318,9
8983,6
29905,1
47660,9
30066,7
44006,7
7638,6
46507,1
35356,1
32968,0
36164,6
5144,1
15109,2
48476,0
2952,8
49474,5
37645,2
40135,4
21971,1
23864,1
4109,2
45620,8
3085,1
22632,5
46364,7
27365,9
27589,9
8571,1
20831,0
36985,8
48398,5
31605,9
43514,1
8674,5
33880,3
24053,8
27502,0
46742,3
45221,4
30416,9
16429,6
30750,1
39502,8
12353,8
826,8
24354,6
23275,1
40948,9
48596,7
15654,2
12727,4
41766,4
38803,7
34136,3
30938,6
19103,0
2134,6
22439,6
27974,5
43077,0
49064,9
17705,8
20424,0
20813,0
21644,6
14369,8
35047,9
41139,5
9990,9
13407,9
5831,1
45045,8
34109,0
13768,1
32448,8
5391,0
18256,6
21690,9
36966,8
18670,1
37443,9
42263,9
24882,6
46871,1
13835,0
41407,2
36458,9
20507,3
49372,8
27291,9
22307,2
28567,9
24984,8
25712,0
38778,9
35773,9
46427,1
30577,8
15375,9
21465,5
7792,0
6514,8
26538,8
17215,9
15066,9
39264,9
22163,1
43937,6
24346,7
22056,8
47020,9
37822,6
47984,6
46195,9
44945,9
27183,6
14242,7
32043,3
45495,9
35540,8
23585,7
827,2
24125,9
31110,1
36481,2
29417,2
21968,9
16514,4
40795,9
35608,0
43646,1
13657,9
44806,0
2430,7
20239,8
22945,8
28297,1
8487,4
6413,9
32631,0
16827,3
2524,9
28800,8
19891,9
42168,2
9448,2
46480,0
27622,9
36095,2
30786,2
12661,5
49363,7
14389,8
4164,9
32184,5
12197,8
40142,6
39985,7
49779,9
44180,8
13418,2
29720,6
5991,7
2797,8
19913,3
40412,9
38542,1
4975,8
9747,8
10061,0
47093,0
11719,6
13651,5
43625,7
4922,5
43995,6
17602,6
22055,1
21963,7
29598,8
31309,5
32154,7
42322,7
45266,6
15961,1
12182,9
12522,4
20220,2
32743,1
3624,8
13079,8
3352,0
26610,9
14553,6
5143,4
1552,6
22229,5
26225,8
18610,6
7850,2
34540,1
33230,1
29415,2
39819,0
30934,9
39664,0
45616,4
38045,8
49616,1
27249,9
35004,1
49553,8
49973,1
24781,6
13927,4
16167,8
27279,5
44477,8
8771,1
46256,6
17924,1
20668,8
32937,1
21933,1
31177,2
11660,9
34624,2
27699,8
40581,8
2562,3
4468,0
38990,5
3389,7
271,2
16374,5
14581,8
28866,0
99,1
40317,0
29535,7
38157,1
41963,1
14549,1
31370,8
49542,8
33556,7
12858,4
1410,1
20376,1
17684,6
41112,8
14567,0
5759,1
28202,7
26299,2
37595,7
30913,0
32396,6
23504,1
27464,6
24315,8
524,1
18878,9
44407,5
4092,8
9487,9
6107,6
2480,7
8062,0
42317,5
43351,4
15796,7
34084,5
26111,3
38580,0
6977,8
7752,9
16119,3
4286,4
33797,0
20595,1
31114,9
34692,4
20353,1
23578,1
40157,9
44932,0
3735,1
21188,4
45624,4
24501,8
24150,8
26250,8
7486,6
32691,8
24550,9
15346,8
45788,8
27228,1
47365,1
1397,8
13239,1
26147,8
9185,3
16927,6
48098,9
10703,5
28956,6
8893,1
27872,6
29766,8
48835,2
29426,6
22400,8
19911,1
13232,2
49,0
43866,5
29253,6
12838,7
46785,5
1242,1
43699,8
45428,2
21423,1
28054,1
11814,9
31946,8
1228,6
17703,9
30349,5
24833,1
6334,2
39436,2
44185,1
35402,9
28622,1
17983,0
14258,4
46126,6
19420,6
22561,2
13159,5
35146,2
25975,1
38745,2
42525,6
30398,8
12553,0
49221,1
7534,8
23542,6
971,8
18614,0
17081,7
16997,1
929,6
2113,7
9627,8
27532,8
41150,7
6641,7
41502,1
6986,7
25294,6
36075,5
43329,9
25445,5
8873,6
13714,0
45245,5
38633,0
11214,7
1820,1
44704,3
41297,6
1599,1
16825,0
24734,2
5687,8
4429,4
