label,sentence,sample_index
4,how can i open the site www.pmaftp.com i need the link to that site please? ; email addresses of individuals ; Here you go http://www.pmaftp.com/,0
0,"6 MEN . we give 6 men , same quantity of land , we ask them to seed it . after 6 years what we will find ? ; I ask any one of you to use his imagination .\nI give you 2 weeks to think about it . ; evidence of competent fertilization",21
0,"How does a wiccan choose their pantheon? ; I need help choosing a pantheon of gods and goddesses! How does someone studying to practice The Craft choose one? Is it even necessary?  My big thing is that I like some of the Roman dietes, the Greek dietes, and Egyptian dietes, but I read somewhere that one should not mix pantheons. Is this true? ; I think it's a matter of personal preference. I know many Pagans who don't choose specific deities and others who do. Personally, I worship Bast as my patron Goddess simply because, in most things, she most closely represents my personal beliefs and preferences. That doesn't mean that I haven't asked for assistance from others, or paid them tribute, at different times. I tend to think of the Green Man as my patron God just because it feels right, and I find that a lot of the time you should end up doing what feels right. I don't think it's something you should worry too much about since most Pagans believe that all of the Gods are aspects of the same, and all the Goddesses aspects of the same. For that matter, most Pagans tend to believe that they are all aspects of the same deity and we simply think of a male and female being because it's easier for us to comprehend that way. So do what's right for you. Pick a pantheon, don't pick one, mix pantheons... They'll be there for you regardless.",25
7,"Why does everyone who makes a ""how much do you know about Naruto"" quiz on quizilla, think they know all about ; it?   This is a question my son wants answered:D ; This happens because there are Naruto fans that they know almost everything there is to the animation series, but in reality, the actual Japanese companies: Studio Pierrot, TV Tokyo, Aniplex, and TV Tokyo Music, who have created the series really know everything about the series.\n\nThere are lots of Naruto fans out there and some even live on the shows when they are released. When an individual makes a quiz, they just want to compare their knowledge with other people who are also fans to Naruto. \n\nThere can even be times when the person making the quiz is wrong on some facts. However, they just guess and make questions out of them. It is only their opinion of who is right or wrong. Unless a person has analyzed every aspect and every episode of the Naruto series, a person will not be able to know everything about it. \n\nThose who make the quizzes probably do know a lot about the anime series, but I doubt they know everything. The basic truths of the human mind can only go so far.\n\nQuizilla is a place that people make quizzes to test others' abilities or are bored and have enjoyment while creating their own quiz. I don't recommend the site if you want to learn more things that others have already learned. \n\nAll and all, confidence is the key idea that we should be looking at in the person making the quiz. There is no other solution.",28
4,"what is jiugs.exe? ; jiugs.exe keeps coming up when i do a spyware scan. ; I can't find anything about jiugs.exe on the internet.\n\nWhat are the details that your spyware program give?\n\nTry alternate spyware programs to see if they find this.\n\nLastly, a riskier option is that you can create a backup somewhere and then treat the spyware and see if you system is affected.\n\nif not, then you know you are safe.",62
4,What are the kind of ways i can present information on the web using multimedia technology ? ; Like making your website more exiciting to read than boring people with text-heavy site ; flash is great but i recently found Microsoft Producer for Microsoft Office PowerPoint 2003. the latest version of this popular add-on for Microsoft PowerPoint. If you have powerpoint 2003 then th add-on is free.\n\nso you can hook up a microphone and discuss something and move your mouse around and point to whatever you want to display ect.\n\nbasicaly it's a audio/video screen capture. then you can embed this movie in the webpage as a tutorial on navigating through your site or whatever you wish.,63
1,"weather question? ; Why has it been so cold in the Northeast?? It was warm for a while, like back in March, and now it is cold again (like 60's and 70s). it is June it should be much warmer than this for this time of year. \nWill it ever get warm again?? Why is the weather like this? I thought ""global warming"" was supposed to be raising the normal highs....temps are below normal! ; The problem with the entire ""global warming"" concept is that it's net Earth warming- in fact, it can be a lot cooler in one place and warmer in another, and it averages out to be above average temperature.\n\nWeather and climate are funny things... they can change at moment's notice.  Currently, it's cooler up north because of the position of the subtropical jet stream.  This has dropped south, giving us milder, cooler air that is circulating from Canada and other areas.  Normally, the subtropical jet is further north then it is right now, giving us warmer temperatures as we recieve air from the Gulf of Mexico.\n\nSo, it's milder because of the prevailing wind patterns.  Give it a couple of days, and it'll get warmer.\n\nQuite frankly, though, I prefer weather in the 60s and 70s.  It's just about perfect.",78
4,"Does my computer have an Intel chip? ; I recently bought a Mac Powerbook G4 with 10.4 OS 10.  I heard that the newer Macs now use Intel chips.  Would this include my Mac? ; Since your Mac is a Powerbook G4, it is probably using the PowerPC G4 and not the Intel Chips. The G4 and Power indicates that your notebook does not have the Intel chips.",79
6,"how to make friend easier and more natural? ; to make friends ; Talking is probably the largest factor I can think of.\n\nTo keep the other person interested in a conversation don't talk about yourself too much. Ask questions to get to know the person better, talk about any interests you have, classes, guys/girls, parents, etc. Becoming genuinely interested in the other person.\n\nA somewhat easy way to get a conversation started is to make a short complaint about something that you know the other person doesn't like. Generally the other person will complain too and you'll have you're conversation. You have to be Very careful not to do this often because you don't want the other person to think you're a whiner.\n\nPay Attention to what the other person says! This one is Extremely useful as you can bring it up at a later time and the other person will be surprised and pleased that you remembered.\n\nContinue to speak to everyone you know regularly. If you are walking and see someone you haven’t talked to in a while, stop for a moment and talk to them. It does not have to be a long conversation, just say hello, see how they are doing and if anything is wrong. You would be surprised by how little effort is required to win the friendship of others when you require nothing of them.\n\nBe nice and generally try to end the conversation on a good note. You don't have to make sure the other person has a great time Every Single conversation, but you don't want to think of all the petty arguements they've had with you.\n\nArguements... Don't. There are VERY few 'good' arguements. ""The only way to get the berst of an arguement is to avoid it.""\nIf you're wrong, admit it.\n\nDO NOT critize the person, or a friend, when talking to the person. If you want to point out something they did wrong, try to point out something similar you did wrong.\n\nSmile! Not a forced smile, the person you're talking to will be able to tell the difference. And you don't have to be an overly happy hyper-active person. Just smile naturally and, if you can, be somewhat happy. Remembering good times with your friends/family can help.\n\nLet the other person do a lot of the talking and be a good listener. (Somewhat stated in my first advice, ask questions, talk about interests the other person has. Answer questions sincerly.)\n\nHonestly make the person you're talking to feel important. You don't want to fake this one or do it too often, but if you honestly think they did something well, give them that praise.\n\nIf you want more advice, there are a couple good books that Will actually help. How to Win Friends and Influence People, is probably one of the best ones. It's an old book, but trust me, it's just as useful today as it was when it was written.",93
3,"Which is better? MBA or MIB(Master in International Business )? ; I want to do my post graduation abroad. so, i want to know which is the best program for me. It would be nice if anyone can suggest some other programs abroad. ; First, ask your professors and advisors for their opinion.  Your university career center can help you with determining which will be in more demand.",99
