label,sentence,sample_index
4,how can i open the site www.pmaftp.com i need the link to that site please? ; email addresses of individuals ; Here you go http://www.pmaftp.com/,0
2,"How old are U what  is your gender and at what age you would like to die at, and what is your stand for that? ; I am 32 Male and I would like to die at when I will be at the age of 60 or whenever I will be surrounded by the painful diseases. ; 27/f  I work in the medical field (nursing home) so for ME I would not want to live past 70 inless I still have controll over my body and mind and I would rather have someone kill me then put me in a nursing home !!!",1
9,"I am a 30 yr old South African, my father is a Australian citizen and lives there, do I qualify for residency? ; I also have an Australian aunt (my mothers' sister). both my father and aunt were born in South Africa but emigrated to Australia years ago. I would like try to live in Australia ; Contact the Australian embassy and ask them. Also your father can sponsor you as an immigrant why do you want to live in australia, its not because we beat you at cricket is it? lol. but in reality hope ypu make it, we will make you welcome",2
3,"What is the best strategy for winning a student government election? ; for example, is it better to have a serious speech or a funny speech? plain, simple posters, or exciting posters? ; Is it highschool or college.  I was highschool class president once, I would try to appeal to as diverse a group as possible.  Your posters need to grab attention, to make up for lack of creativity, get as many posters, stickers, or whatever out there and get the most exposure.  People are going to vote for their friends in highschool, and I found that most of the academians that were running only had a small group of friends that were all as lame as they were.  I hung out with the stoners, the athletes, the cool kids, and was in all the smart kids classes, that kind of exposure clinched it.",3
3,"i want to MBA,I have financial problem,can any suggest to where i can satisfy by any good college.? ; my name is mohammed shakeel,from bangalore. ; Why you want to do MBA?\nWhy there is financial problem?\nWhy you want a good college?\nThink, with your available resources what you can do the best. All jobs are important if well done.",4
9,LIBERALS - what is the best thing about being us? ; What is the best thing about being a liberal? ; Welfare and not having to shave your armpits.,5
3,"Why is it that guys like girls for their body not their smarts or sensitivity? Guys please answer!? ; Why do guys watch porn and dumb stuff like that. It is to sexual ; You know the wrong men.  OR you are very young, & you need to worry about making yourself right while the guys your age grow up.\n\nMy husband desires my companionship & my love first, my body last.  If you want to attract men who will love you for YOU, first of all, dress the part.  If you value yourself for who you are & not what you look like, and you'll attract men who do, too.  If you are one of those young girls who flaunts her body because she thinks she has nothing else to offer -- you will only meet men who want your body.\n\nIf you dislike your body & you are shy because of this, you won't be attractive to anyone.  Work on yourself, love yourself, work on your confidence -- and you'll find a guy who values YOU.  Men love confidence!\n\nPut down those fashion mags & make yourself the best you can be.",7
6,does anyone want a friend in the north east of england???????? ; I HAVE FALLEN OUT WITH MOST OF MY FRIENDS AS THEY THINK IM STUPID JUST BECAUSE I CARE ABOUT MY GCSE'S WHICH ARE IN ELEVEN WEEKS TIME AND HAVE DECIDED TO CUT ME OUT THROUGH PURE IGNORANCE AND STUPIDITY. SO DOES ANYONE WANNA MATE PLEASE FEEL FREE TO MAIL ME ON COWENAMANDA@HOTMAIL.CO.UK OR COWENAMANDA@YAHOO.COM.THANKS \nAND WHY DID MY MATES DO THIS?\nANY IDEAS?!?!?!? ; hi\n\nu can b a frd to me this is my id\ntherockvsscsa@yahoo.com\nkumar.beckham@gmail.com,8
4,"i copy a lot from cd to cd. i find that writing  begins at a good rate, then slows? ; or comes to a near halt. i have lots of memory available, no apparent bugs in my system. is it time for a new burner? could it be a prob w/ my nero burning program . please help a total pc rookie! ; Try defraging your computer: Start button- Programs- Accessories- System tools - Disk defragmenter. \n\nYou files may be broken up all over your hard drive and it has to look over your whole hard drive to find the last files, that is what may be causing the slowdown, or you have things running in the background of windows that suddenly needed memory causing it slow down. Press ctrl+ alt + delete and if you have XP you will see a tab on the task manager for performance, have a look at that next time you burn, see if anything spikes.",10
4,how Kan me help to tech computer.en also English? ; I  dont have goed voise with Yahoo massenger.En i kan not goed English ; Your question is a little unclear...can you elaborate as to exactly what your looking for?,11
4,how do you change to wireless? ; i have wireeless connection in my house but this  computer will only work on the old connection how do i change it ; Use a wireless router and use a wireless card in your PC. It will work.,12
5,"Any results on ufc spike tv? ; Want to bet my friends ?Be nice to know where to put my $$$ on the winner ; Lutter totally imposed his gameplan on Patrick Cote, took him down as Cote attempted a to stand back up Lutter caught him in an armbar. \n\nMatt Sera won a decision over Chris Lytle, I think Lytle fought well but matt was constantly the agressor dispite the fact the Lytle (the striker) constantly stuffed his jui-jitsu attempts that would have smothered a lesser opponent, it was a decision surrounded by contraversy as serra was booed constantly during the trophy presentation and even had the balls to call the current Welterweight Champion Matt Hughes a ""Fu.cking D.ckhead"". \n\nJorge Rivera mounted an excellent standup offense forcing Edwin ""Bam Bam"" Deewees into the cage taking punishment and although he took very little if any actual damage he made no attempt to be offensive or even better his position forcing the referee to end the fight\n\nThales Leites faced Martin Kampmann. Heavily hyped fighters can have a huge impact on the sport (Anderson Silva), while others are just that... hype (Sean Gannon). Thales Leites had quite a bit of hype coming into his bout with Martin Kampmann, but the Brazilian was unable to live up to the fans' anticipation after gassing out late in the first round and getting knocked around for the remainder of the fight. Kampmann looked very good with his stand-up, and to Leites credit, he withstood a world of punishment in the second and third rounds without being finished. At the end of the day, Martin Kampmann is the fighter walking out still undefeated in the UFC, while Leites heads back to Brazil to figure out what went wrong.\n \nIn what was one of the most exciting fights in recent UFC history, Scott “Hands of Steel” Smith squared off with his good friend from the show, Pete “Drago” Sell. This fight was taped as a preliminary bout earlier in the night and aired during the Spike TV broadcast. \n\nOn paper, it seemed like Sell would want to take the fight to the ground, where he would have the advantage over Smith, but it was much the opposite as these two threw everything, including the kitchen sink, at each other while standing up. They both smiled continuously as they pounded on one another and at the end of the first round, they hugged and almost looked like they were going to the same corner after the round. The second round saw much of the same but with a couple of minutes remaining, Pete Sell landed a very big shot to Scott Smith’s ribs, causing him to buckle and stumble towards the corner. Just as Smith fell to one knee and “Drago” moved in for the kill, the former WEC Light Heavyweight Champion mustered just enough strength to throw one more punch, and in dramatic fashion he absolutely floored Sell with the shot. Just barely having the strength to jump up and finish the fight, Smith instantly crumbled afterwards, holding his stomach in obvious pain. There’s not much of a chance that the UFC won't bring back both of these fighters after what has to be considered fight of the night.\n\nAlso, Rich “No Love” Clementi and Din Thomas put on an action packed fight, as the 155-pound fighters usually seem to do. The fight remained standing for a big part of the first round with Clementi throwing heavy shots but Thomas was the definitively better striker, landing the crisper punches throughout. \n\nIn the 2nd round, the action was moving at a feverish pace and Thomas was able to truly display how much his stand-up game has advanced when he picked Clementi apart. After a few heavy shots, Thomas moved to take Clementi’s back, where he secured a rear naked choke, forcing the submission and getting the win. Din Thomas is just another very dangerous opponent in an already stacked UFC lightweight division, but he made no bones about who he wants next when he called out UFC Lightweight Champion Sean Sherk, saying that Sherk had his title.",13
9,"Did you really get a tax cut under Bu$h? ; Some do not understand even simple math. I pay $2200 per year in School taxes on my property, in simple math is this a Tax cut? It increased 5 times in 4 years under Bu$h.\n\nWASHINGTON - If it seems like your taxes have been going up, they probably have — at least at the state level. State taxpayer burdens increased by an average of 41 percent from 1994 to 2004, according to newly released data from the census bureau. Only one state, Alaska, saw the amount it collects per person decline. Even when the numbers are adjusted for inflation, the individual tax burdens increase in 43 states.\nHawaiians last year paid the most to state government — $3,050 per person on average. Texans paid the least — an average of $1,368.\nRising education and Medicaid costs have fueled spending growth, which has led to higher taxes, analysts said.\n""Medicaid has been the fastest growing program in state budgets going back to 2000,"" said Arturo Perez, a fiscal analyst at the National Council of State Legislatures.\nMedicaid is the state-federal health insurance program for the poor. In an effort to stem rising costs, Congress passed legislation last week allowing states to charge about 13 million Medicaid beneficiaries new or increased co-payments and premiums. ; Only if you are a major corporation and/or a really rich person that does not need a tax cut.  I'm too poor to get a tax cut. Billioaires for Bush",16
4,"How can I post a url link to my blog under my most popular videos on Dailymotion.com??? ; Do I have to use some specific html language or anything like that? ; yes\n\n<a href=""the url to where you want it to go here"">what you want the link to say here</a>",17
0,"If Aliens from a distant planet suddenly visited Earth......???? ; .....Would THAT disproove the existance of ""GOD"" ??\nSince HE created the earth and WE are supposed to be the only ones created in his image and likeness. ; Where does the Bible say we are the ONLY ones in God's image?\n\nWhere does it say we are the image of God physically, rather than in some spiritual sense?\n\nAnd can't a three dimensional cone case a shadow that is a circle and also one that is a triangle.  Who is to say that God doesn't have many images and likenesses?",19
0,"6 MEN . we give 6 men , same quantity of land , we ask them to seed it . after 6 years what we will find ? ; I ask any one of you to use his imagination .\nI give you 2 weeks to think about it . ; evidence of competent fertilization",21
9,"How many Americans are enjoying that rich life? ; Is your pool nice? Do you love your mansion? Is it hard to count all your money? Is your job wonderful? Do you eat out most of the time even though you have a butler, maid and cook to do the job? Do you have life time Medical? Are all your bills paid?\n Or is it rough and getting rougher because of high costs of everything. And you feel you are struggling with basics of life (health,food,housing).\n Just want to see how many of the rich are here. Does  everyone has problems or not? ; no  i work hard and cant afford health insurance",24
