label,sentence,sample_index
1,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,0
1,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words can not adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle earth,1
1,singer composer bryan adams contributes a slew of songs a few potential hits a few more simply intrusive to the story but the whole package certainly captures the intended er spirit of the piece,2
1,yet the act is still charming here,3
1,whether or not you re enlightened by any of derrida s lectures on the other and the self derrida is an undeniably fascinating and playful fellow,4
1,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing,5
1,part of the charm of satin rouge is that it avoids the obvious with humour and lightness,6
1,a screenplay more ingeniously constructed than memento,7
1,extreme ops exceeds expectations,8
1,good fun good action good acting good dialogue good pace good cinematography,9
1,dramas like this make it human,10
1,still this flick is fun and host to some truly excellent sequences,11
1,australian actor director john polson and award winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation,12
1,you walk out of the good girl with mixed emotions disapproval of justine combined with a tinge of understanding for her actions,13
1,absorbing character study by andré turpin,14
1,if you love reading and or poetry then by all means check it out,15
1,you ll probably love it,16
1,frailty has been written so well that even a simple goddammit,17
1,grenier is terrific bringing an unforced rapid fire delivery to toback s heidegger and nietzsche referencing dialogue,18
1,the actors are fantastic,19
1,they are what makes it worth the trip to the theatre,20
1,taymor utilizes the idea of making kahlo s art a living breathing part of the movie often catapulting the artist into her own work,21
0,this is n t a new idea,22
1,it s been done before but never so vividly or with so much passion,23
1,take care of my cat is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals,24
1,what empire lacks in depth it makes up for with its heart,25
1,light silly photographed with colour and depth and rather a good time,26
1,but tongue in cheek preposterousness has always been part of for the most part wilde s droll whimsy helps being earnest overcome its weaknesses and parker s creative interference,27
1,much of the movie s charm lies in the utter cuteness of stuart and margolo,28
1,their computer animated faces are very expressive,29
1,spiced with humor i speak fluent flatula advises denlopp after a rather er bubbly exchange with an alien deckhand and witty updatings silver s parrot has been replaced with morph a cute alien creature who mimics everyone and everything around,30
1,there s an energy to y tu mamá también,31
1,much of it comes from the brave uninhibited performances by its lead actors,32
1,auto focus works as an unusual biopic and document of male swingers in the playboy era,33
0,a sour little movie at its core an exploration of the emptiness that underlay the relentless gaiety of the 1920 s the film s ending has a what was it all for,34
1,feeling to it but like the 1920 s the trip there is a great deal of fun,35
1,cremaster 3 should come with the warning for serious film buffs only,36
0,made me unintentionally famous as the queasy stomached critic who staggered from the theater and blacked out in the lobby,37
1,but believe it or not it s one of the most beautiful evocative works i ve seen,38
1,garcía bernal and talancón are an immensely appealing couple and even though their story is predictable you ll want things to work out,39
1,a spoof comedy that carries its share of laughs sometimes a chuckle sometimes a guffaw and to my great pleasure the occasional belly laugh,40
