label,sentence,sample_index
2,"How old are U what  is your gender and at what age you would like to die at, and what is your stand for that? ; I am 32 Male and I would like to die at when I will be at the age of 60 or whenever I will be surrounded by the painful diseases. ; 27/f  I work in the medical field (nursing home) so for ME I would not want to live past 70 inless I still have controll over my body and mind and I would rather have someone kill me then put me in a nursing home !!!",1
9,"How many Americans are enjoying that rich life? ; Is your pool nice? Do you love your mansion? Is it hard to count all your money? Is your job wonderful? Do you eat out most of the time even though you have a butler, maid and cook to do the job? Do you have life time Medical? Are all your bills paid?\n Or is it rough and getting rougher because of high costs of everything. And you feel you are struggling with basics of life (health,food,housing).\n Just want to see how many of the rich are here. Does  everyone has problems or not? ; no  i work hard and cant afford health insurance",24
0,"How does a wiccan choose their pantheon? ; I need help choosing a pantheon of gods and goddesses! How does someone studying to practice The Craft choose one? Is it even necessary?  My big thing is that I like some of the Roman dietes, the Greek dietes, and Egyptian dietes, but I read somewhere that one should not mix pantheons. Is this true? ; I think it's a matter of personal preference. I know many Pagans who don't choose specific deities and others who do. Personally, I worship Bast as my patron Goddess simply because, in most things, she most closely represents my personal beliefs and preferences. That doesn't mean that I haven't asked for assistance from others, or paid them tribute, at different times. I tend to think of the Green Man as my patron God just because it feels right, and I find that a lot of the time you should end up doing what feels right. I don't think it's something you should worry too much about since most Pagans believe that all of the Gods are aspects of the same, and all the Goddesses aspects of the same. For that matter, most Pagans tend to believe that they are all aspects of the same deity and we simply think of a male and female being because it's easier for us to comprehend that way. So do what's right for you. Pick a pantheon, don't pick one, mix pantheons... They'll be there for you regardless.",25
6,"When paying your bills....? ; When paying your regularly monthly bills, what are the main bills that you must pay and the ones that you can skip if you need to? ; Sadly, the bills with the biggest additional penalty get paid first, the nice guys with minimal or no  penalty got delayed payment.\n\nIf it is a really nice creditor, call  and tell them when you will pay, and do it.",29
1,"Past lives....? ; Is it possible to find someone from your past life?? I've been trying to look for information on this and I cannot find anything, If you got any experiences or any links, that would be great, Im asking you this because my boyfriend and I are almost 100% we met before, so many things in our present life confirms this... thank you for reading. ; first, develop your family trees for both of you. Most often when this occurs, you will find that the both of you crossed paths in another lifetime event. I had this experience with a now deceased girlfriend. We believed we were lovers sometime in the past. We began doing research and found my great great grandfather was on the same ship that came from europe with her great great grandmother. One of my relatives had the old dusty picture taken on that voyage in 1898 in an old locker in the attack. We found the picture and on the back was a listing of the people who were in the picture. There was my great great grandfather holding hands with my girlfriends great great grandmother! Most astonishing, it looked just like us in the picture! I still have that picture to remind me of my dear departed love I hope to meet again in another lifetime.",31
9,"Can John Kerry keep his freaking mouth shut, a week before the election? ; I don't think his remark will hurt the democrats in the election, most people already have their minds made up.  But he is probably done with any future national office! ; I think he really screwed up here.  What he did is a career ender, no matter what party it came from.  Lets face it, the Republicans weren't/aren't doing much to help their standing, but thanks to Mr. Kerry (which he will remain, Mr. that is) they didn't need to.  Now they need to run with it.  \n\nAlso, this thing with Kerry refusing to appologize to the troops and the military, I guess he wants to take the express train out D.C.  I didn't vote for him to 2004, and if he thinkns that he's going to get any votes in 2008, he's nuts!!  The military is one of those things that you just don't mess with.  The American People may not stand behind the leaders of the Military, but they do stand behind the troops.  After all, the troops are our Sons and Daughters.  Some of the smartest people in the nation work in and with the military.  By insulting the people who are defending our freedom, Kerry has doomed himself to an eternity of nothing.",49
1,"How do you conceive a fraternal twin? ; i am just wondering, maybe, there is something that can be done, a sort of preparation for a woman (who wants to be impregnated) to have fraternal twins. ; Fertility treatments that promote ovulation may lead to multiple births.",55
7,"Who can save Kate Homes' from the cult of Scientology--it's even in her house?!!? ; She's not even ""Katie"" anymore. Katie talked it over with Tom and ""they"" decided it didn't sound motherly. So, Kate it is.\n\nHolmes' 'Passive' Behavior Stuns Interviewer\n7 April 2006 (WENN)\nPregnant actress Katie Holmes stunned a magazine journalist when she accompanied fiance Tom Cruise on a recent interview, by acting in a ""dazed, passive and vacant"" manner. The former Dawson's Creek beauty, 27, sat quietly beside Cruise as he opened up about his abusive father Thomas Mapother III to Parade reporter Dotson Rader. In the Parade interview, Rader writes, ""Holmes wore a large diamond engagement ring. She seemed dazed, passive and vacant. She never stopped smiling."" Rader was stunned to notice Holmes kept smiling, even as the Top Gun star recalled the beatings he suffered as a child.\nhttp://www.imdb.com/name/nm0000129/news\n\nMaybe her family or friends can stage an intervention? Discuss please. ; I hope all Christians will pray for everyone sucked into cults like this couple.\n\nPeople involved in cults are taught that if they question anything then they are questionning their loyalty to the group and so just follow the groups line so they are not pushed out.\n\nPeople need friends and acceptance, a sense of belonging somewhere. If there were no problems here, Danny Wallace would not have had such a success with ""Join Me"", in which he asked people to join him, not knowing what this would mean, and loads of people did.\n\nWider families, friendship groups and the church should be providing this acceptance, so just go out and make friends!",56
8,"show ur hand i will tell u? ; i can see hands line.also i tell about dreams\nif interested please mail me at bluemc20000@yahoo.com or saudalam@yahoo.com.\nno fee or any thing like that ; <Shows my hand to you>\n\nOk guess you cant see.. hmmmm.. \n\n.:Fishie:.\n\nP.S: No hard feelings pls, just trying to be funny.",73
3,"How can I get Education In England if I don't have so much money? ; How can I get Education In England If I don'y have so much money. ; have you tried learn direct? they have some good courses and most are free for people that qualify, im doing web designing through them and am getting on really well whats the harm of applying phone 0800 100 900 speak to an advisor and they will be able to help you.\nalso check out their website http://www.learndirect-advice.co.uk",77
