label,sentence1,sentence2,sample_index
1,A military branch prepare for their duties.,a child was there,0
0,An individual in jeans and a hoodie is sitting outside while tinkering with his bicycle.,A person is working.,13
1,An Asian man sitting in a boat with a wide variety of fruit around him.,A man is sitting in a boat with fruits.,21
0,Good Samaritan pulling an extremely drunken man out of the street onto the sidewalk to avoid him from being run over.,A person running away from someone in need.,25
1,People in a pool and something just created a large splash.,There are people in the pool.,26
0,The dog is chasing the other dog carrying a stick in its mouth.,The two dogs are sitting down.,28
0,a young man in an elaborate uniform.,A man is in the army.,35
1,Three young women pose for the camera while a crowd stands behind them.,There are lots of people in the picture that the camera is taking.,41
1,The female with the dark shirt cutting the hair of the female in the red shirt.,A woman is giving a haircut.,43
1,"A guy in an orange shirt, orange shoes and brown hat on an airborne skateboard.",A man with riding a skateboard.,52
1,Girl with tattoos looking a painting.,A girl looks at a painting.,55
1,A woman in a white dress fixes a man's suit while holding a bouquet of flowers.,A woman in a dress while holding flowers fixes a man's suit,60
0,Three people in the snow put their gear in order.,A group of people put their gear in order for their hike.,62
0,A few bike racers riding in a straight line,People in the bike race were talking and exchanging snacks.,63
0,Several people dressed with angle wings and orange vest waiting for the subway.,A group of people gathering together.,73
1,A person is on a telephone pole in front of a building.,A person is outside,75
1,Woman with a hat on climbing a cliff near a large body of water.,A woman is outside.,78
0,A young man in a black t-shirt playing the drums.,A young man in a black t-shirt plays a drum solo.,79
1,Old person walking down the sidewalk next to a white building.,There are people in the road.,80
1,Foreign man practicing his balance on a balance mat.,A human practicing.,81
0,The mountains in the distance are wooded and snowy.,The mountains have an altitude of over 5200 feet.,89
0,Man showing a young boy an airplane.,A man shows his son an airplane.,91
0,"A few girls are lined up, all wearing the same outfit, about to perform at a dance recital.",They are ready to go to bed earlier.,93
1,A woman wearing a black and blue dress figure skating on one leg.,A woman is out skating.,99
0,"In a baseball game the batter is swinging at the ball, while the catcher patiently waits for the ball to hit his glove.",The pitcher is ready because he doesn't think that the batter will hit the ball.,100
0,A cheerful man camps out in the snow with pink flamingos.,A happy man is hanging out with his flamingo friends.,101
