label,sentence1,sentence2,sample_index
1,A military branch prepare for their duties.,a child was there,0
1,A person in makeup in a traditional ceremony.,A person takes part in a traditional ritual,1
0,A man stands outside a blue building holding a white helmet.,A man is laying in a hammock that is strung between trees in his backyard.,2
1,The girl in pink does a midair leg splits.,The girl in pink is flexible.,3
1,A woman with orange hair sitting behind a table with Tye-dyed t-shirts on them.,A woman with orange hair.,4
1,A dog swimming.,The dog is in the water.,5
1,A woman who looks serious and aloof and a man wearing a strange balloon hat are crossing the street at a crosswalk.,Two people are walking outdoors.,6
1,A redheaded woman with a baby in a harness.,There is a baby with a redheaded female.,7
0,A person wearing a large black hat that obscures their face eats noodles with chopsticks.,A person wearing a large black hat that obscures their face eats ramen noodles with chopsticks.,8
1,A white female wearing a hooded maroon sweater carries an object across a shallow river.,The woman is outside on the water.,10
0,A woman is standing by a metal fence looking at something.,A woman sitting by a wood fence.,11
1,"In front of a laundromat and The Gulch of San Francisco, there is a man down on the ground, a man on a cellphone, and a couple of women walking by.","People are going about their normal business in San Francisco, and in front of this laundromat is no exception.",12
0,An individual in jeans and a hoodie is sitting outside while tinkering with his bicycle.,A person is working.,13
0,A man in a long brown coat is looking at another person in a bright yellow jacket.,Two men are wearing shorts and sunglasses.,14
0,A profession baseball player pitches a ball in a baseball game.,A baseball player throws the first pitch of the game.,16
0,A black man holding a basketball while listening to music on his iPod.,A white man holding a basketball while listening to music on his iPod.,17
0,A boy with a cap carrying a skateboard is walking along the lip of a feature at a skate park.,A man is looking for his cat,19
1,The legs and lower bodies of people sitting and smoking.,The people are smoking.,20
1,An Asian man sitting in a boat with a wide variety of fruit around him.,A man is sitting in a boat with fruits.,21
1,Five young children chase after a soccer ball.,Children chase a ball.,22
1,Three women wearing blue walk along a sidewalk while laughing and smiling.,Women walk together outdoors.,24
0,Good Samaritan pulling an extremely drunken man out of the street onto the sidewalk to avoid him from being run over.,A person running away from someone in need.,25
1,People in a pool and something just created a large splash.,There are people in the pool.,26
0,A bald man picking up a blue crap with tongs and putting it into a pot on the stove,The bald man is preparing dinner for his family.,27
0,The dog is chasing the other dog carrying a stick in its mouth.,The two dogs are sitting down.,28
0,The long black shadow casts a image on the rock while the young girl climbs the rock.,A cat is climbing a rock.,29
0,A blond man with a mohawk in a rock t-shirt playing with his cellphone.,The man likes rock music.,30
0,A woman wearing a plaid dress plays an instrument while standing near a tree.,A man play football in the park.,34
0,a young man in an elaborate uniform.,A man is in the army.,35
1,Three mounted police stand in the middle of a street.,The police are outside.,37
1,Children's soccer game being played while the sun sets in the background.,Children playing soccer while the sun sets.,40
1,Three young women pose for the camera while a crowd stands behind them.,There are lots of people in the picture that the camera is taking.,41
1,The female with the dark shirt cutting the hair of the female in the red shirt.,A woman is giving a haircut.,43
1,Four men with beards standing up and holding white plates.,There are four men holding plates.,45
1,A man holds up an electronic device while he and another male look on.,People are focused on a specific task.,46
0,Two women in a mixture of Islamic and American garb bring large boxes on a cart through a checkout line.,Three old men sit on a bench and chat.,47
0,A dog gets major air catching frisbees in a trick contest.,A dog is doing great in the competition for Frisbee catching.,49
1,"A large group of people are gathered in a courtyard, with some laying on mats.",People are congregating in a courtyard.,51
1,"A guy in an orange shirt, orange shoes and brown hat on an airborne skateboard.",A man with riding a skateboard.,52
0,A man stands in a curvy corridor.,A man in a tuxedo is standing in a corridor.,53
1,Men and women are demonstrating how to use workout equipment while being filmed.,People demostrate how to use workout equipment.,54
1,Girl with tattoos looking a painting.,A girl looks at a painting.,55
0,A recently married couple pose outside in their wedding clothes.,They just filed for divorce.,56
0,A group of patriotic people are celebrating.,The group of people are American,57
0,A furry dog is running through a doorway leading to plants.,A dog runs into the house for snacks,58
0,People play beer pong.,A group of college students studying for a test.,59
1,A woman in a white dress fixes a man's suit while holding a bouquet of flowers.,A woman in a dress while holding flowers fixes a man's suit,60
0,A shirtless man poses with a girl hiking in a park.,The man and woman are hiking together.,61
0,Three people in the snow put their gear in order.,A group of people put their gear in order for their hike.,62
0,A few bike racers riding in a straight line,People in the bike race were talking and exchanging snacks.,63
0,Four people on a balcony.,Four people are drinking on a balcony.,64
1,The girl is wearing headphones and holding a Michael Jackson album.,The girl is wearing headphones listening to a famous pop artist.,65
1,A smiling man wearing glasses holds a crying baby to his face.,A man is holding a young baby.,66
0,A smiling man plays with a baby.,A smiling woman plays with a baby.,67
1,An overweight couple walking.,Two people are walking.,68
1,"A shirtless young man, standing under purple lighting, points to the sky with both hands while holding a microphone in one hand.",A man is holding a microphone.,69
1,The urban trolly's of a city on a sunny day.,A trolly on a sunny day.,70
0,"A person on a tree-lined hill, in winter, with a backpack and ski poles.",A person is riding a surfboard.,71
1,A couple dancing together while gazing into one another's eyes.,A couple are looking at each other while they dance.,72
0,Several people dressed with angle wings and orange vest waiting for the subway.,A group of people gathering together.,73
1,A man and a woman are planting flowers.,People are planting flowers.,74
1,A person is on a telephone pole in front of a building.,A person is outside,75
1,A man in spandex maneuvers his bike over an obstacle.,a man is riding his bike,76
0,Stargazer in a leather jacket prepares to gaze at the evening sky.,Stargazer in a leather jacket prepares to gaze at the morning sky.,77
1,Woman with a hat on climbing a cliff near a large body of water.,A woman is outside.,78
