label,sentence1,sentence2,sample_index
1,A military branch prepare for their duties.,a child was there,0
1,A person in makeup in a traditional ceremony.,A person takes part in a traditional ritual,1
0,A man stands outside a blue building holding a white helmet.,A man is laying in a hammock that is strung between trees in his backyard.,2
1,A woman with orange hair sitting behind a table with Tye-dyed t-shirts on them.,A woman with orange hair.,4
1,A redheaded woman with a baby in a harness.,There is a baby with a redheaded female.,7
0,"Customers view items in a small store called ""Jump Shop"".",the shop is out of business,15
0,A boy with a cap carrying a skateboard is walking along the lip of a feature at a skate park.,A man is looking for his cat,19
1,An Asian man sitting in a boat with a wide variety of fruit around him.,A man is sitting in a boat with fruits.,21
1,Four boys are playing hockey in rollerskates while wearing blue and white safety gear.,Boys are playing hockey.,23
1,Three women wearing blue walk along a sidewalk while laughing and smiling.,Women walk together outdoors.,24
1,People in a pool and something just created a large splash.,There are people in the pool.,26
0,A bald man picking up a blue crap with tongs and putting it into a pot on the stove,The bald man is preparing dinner for his family.,27
0,The long black shadow casts a image on the rock while the young girl climbs the rock.,A cat is climbing a rock.,29
0,A young blond woman in a polka-dot outfit and black glasses sitting in a restaurant.,A young woman waits for her romantic date at the restaurant.,31
0,Woman riding a bike at a street fair.,A woman and her husband are riding books.,33
0,A woman wearing a plaid dress plays an instrument while standing near a tree.,A man play football in the park.,34
1,Three mounted police stand in the middle of a street.,The police are outside.,37
1,Children's soccer game being played while the sun sets in the background.,Children playing soccer while the sun sets.,40
1,Four men with beards standing up and holding white plates.,There are four men holding plates.,45
0,Two women in an office discussing something in front of an iMac.,Two women are taking a walk on a nature trail.,50
1,Girl with tattoos looking a painting.,A girl looks at a painting.,55
0,A recently married couple pose outside in their wedding clothes.,They just filed for divorce.,56
0,People play beer pong.,A group of college students studying for a test.,59
1,A woman in a white dress fixes a man's suit while holding a bouquet of flowers.,A woman in a dress while holding flowers fixes a man's suit,60
0,A few bike racers riding in a straight line,People in the bike race were talking and exchanging snacks.,63
0,Four people on a balcony.,Four people are drinking on a balcony.,64
1,A smiling man wearing glasses holds a crying baby to his face.,A man is holding a young baby.,66
1,An overweight couple walking.,Two people are walking.,68
1,"A shirtless young man, standing under purple lighting, points to the sky with both hands while holding a microphone in one hand.",A man is holding a microphone.,69
1,The urban trolly's of a city on a sunny day.,A trolly on a sunny day.,70
1,A man and a woman are planting flowers.,People are planting flowers.,74
1,A person is on a telephone pole in front of a building.,A person is outside,75
1,A man in spandex maneuvers his bike over an obstacle.,a man is riding his bike,76
1,Woman with a hat on climbing a cliff near a large body of water.,A woman is outside.,78
1,Foreign man practicing his balance on a balance mat.,A human practicing.,81
1,Two men dressed in hula skirts on the back of a moving truck.,The men dressed in hula skirts.,86
0,A man is shaving his face in the mirror while a girl stands behind him and takes a picture.,a man shaves for a school art project,87
1,A little boy is eating something and got it all over his mouth.,A child is eating food.,88
1,"Two women, one in traditional Mexican clothing, help a child across the street, as a man looks on."," Two women, one in traditional Mexican clothing.",92
0,"A few girls are lined up, all wearing the same outfit, about to perform at a dance recital.",They are ready to go to bed earlier.,93
0,A dog performs a trick on a ladder in front of a crowd observing his talent.,A cat does a trick in front of a crowd.,95
1,A pitcher is getting ready to throw a ball during a baseball game.,A baseball game is being played.,97
0,"In a baseball game the batter is swinging at the ball, while the catcher patiently waits for the ball to hit his glove.",The pitcher is ready because he doesn't think that the batter will hit the ball.,100
1,A man taking a photograph of a woman in a dress standing in front of a water source.,A woman in a dress is being photographed.,102
0,A guy dressed in red is approached by police.,The police sit in the doughnut shop eating.,103
1,Two people on dirt bikes jumping dirt ramps with several people in the background.,Two people are riding dirt bikes.,104
1,The man in the glasses is working on a laptop computer.,A person with a laptop.,105
0,An older man tipping his hat while standing in a group of people.,The older man has white hair.,107
1,A group of guys working together to build something.,There are guys.,108
1,A child cleaning a pan in the kitchen sink.,A child is washing a pan,110
0,A girl with her leg out on a lawn.,The girl is inside laying on the sofa.,111
0,A brown dog is jumping up at another dog in front of the man in jeans.,A woman buys a new watch.,121
1,A man brushing his teeth in the mirror.,A man is brushing his teeth.,123
1,A child on the bungee ride at Brighton Pier.,A child on a ride at the Brighton Pier.,125
0,A man helping a young child rollerskate.,The man and the boy are both eating ice cream.,127
1,"As spectators watch, a man dressed in a cowboy outfit rides on the front of a long yellow tractor.",a man in a cowboy outfit rides on a yellow tractor,132
1,The small dog wearing a tutu stands on its hind legs.,There is a dog standing on his legs,133
1,Two people look at a view.,There are two people.,134
1,"A person in two hooded sweatshirts, one striped and covering his head, and jeans stands facing a wall with graffiti on it.",a person in sweatshirts,139
1,A boy is attempting to climb an iron fence.,The boy is climbing the fence.,141
1,A couple walking down the sidewalk holding hands. Yo,A couple is holding hands.,142
1,"Two distant black dogs running across grass at camera, along side a path.",Two dogs are running by a path.,143
1,Two women and a man sitting in blue and yellow seats smile for the camera.,Some humans sitting,149
1,three woman talking under an overhang.,three woman talking,150
1,The bundled up child is playing with toys outdoors.,A child playing with toys.,153
1,"A carver bent over a statue holding a chisel and a carving hammer of sorts, wearing a black work shirt and safety goggles.",The carver is holding a chisel.,154
0,A woman in a colorful top is sitting alone on a step in front of a street.,A woman sits by herself waiting for her date to pick her up.,158
