label,sentence,sample_index
1,the actors are fantastic,19
1,take care of my cat is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals,24
1,what empire lacks in depth it makes up for with its heart,25
1,their computer animated faces are very expressive,29
1,there s an energy to y tu mamá también,31
1,an uncluttered resonant gem that relays its universal points without lectures or confrontations,49
1,ms seigner and mr serrault bring fresh unforced naturalism to their characters,73
1,has a certain ghoulish fascination and generates a fair amount of b movie excitement,92
1,the extent to which it succeeds is impressive,96
1,the film brilliantly shines on all the characters as the direction is intelligently accomplished,97
1,in addition to hoffman s powerful acting clinic this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt or will feel someday,100
1,meyjes provocative film might be called an example of the haphazardness of evil,105
1,the movie is pretty funny now and then without in any way demeaning its subjects,106
1,so purely enjoyable that you might not even notice it s a fairly straightforward remake of hollywood comedies such as father of the bride,124
1,what could have been a daytime soap opera is actually a compelling look at a young woman s tragic odyssey,136
0,too often son of the bride becomes an exercise in trying to predict when a preordained big moment will occur and not if,144
1,it s a diverting enough hour and a half for the family audience,147
1,the pianist is the film roman polanski may have been born to make,151
1,it has its faults but it is a kind unapologetic sweetheart of a movie and mandy moore leaves a positive impression,162
1,a compelling motion picture that illustrates an american tragedy,168
1,it s a day at the beach with air conditioning and popcorn,170
1,there is truth here,187
1,arteta directs one of the best ensemble casts of the year,190
1,the casting of von sydow is itself intacto s luckiest stroke,191
1,this movie got me grinning,196
1,in its dry and forceful way it delivers the same message as jiri menzel s closely watched trains and danis tanovic s no man s land,206
1,it s a quirky off beat project,224
0,while some will object to the idea of a vietnam picture with such a rah rah patriotic tone soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation,225
1,films about loss grief and recovery are pretty valuable these days,228
1,seen in that light moonlight mile should strike a nerve in many,229
1,a backstage must see for true fans of comedy,255
1,drumline shows a level of young black manhood that is funny touching smart and complicated,266
1,it challenges this nervy oddity like modern art should,276
1,a captivating new film,296
