label,sentence,sample_index
1,whether or not you re enlightened by any of derrida s lectures on the other and the self derrida is an undeniably fascinating and playful fellow,4
1,you ll probably love it,16
0,a sour little movie at its core an exploration of the emptiness that underlay the relentless gaiety of the 1920 s the film s ending has a what was it all for,34
1,this comic gem is as delightful as it is derivative,64
1,while not for every taste this often very funny collegiate gross out comedy goes a long way toward restoring the luster of the national lampoon film franchise too long reduced to direct to video irrelevancy,98
1,it s a sweet laugh a minute crowd pleaser that lifts your spirits as well as the corners of your mouth,114
1,it s tough to watch but it s a fantastic movie,116
1,pacino is the best he s been in years and keener is marvelous,119
1,the real triumphs in igby come from philippe who makes oliver far more interesting than the character s lines would suggest and sarandon who could n t be better as a cruel but weirdly likable wasp matron,127
1,australia land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place,130
1,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,143
1,a terrific insider look at the star making machinery of tinseltown,146
1,enough may pander to our basest desires for payback but unlike many revenge fantasies it ultimately delivers,154
1,it s the filmmakers post camp comprehension of what made old time b movies good bad that makes eight legged freaks a perfectly entertaining summer diversion,160
1,the film s strength is n t in its details but in the larger picture it paints of a culture in conflict with itself with the thin veneer of nationalism that covers our deepest media soaked fears,161
1,a touching small scale story of family responsibility and care in the community,189
1,arteta directs one of the best ensemble casts of the year,190
1,there s a part of us that can not help be entertained by the sight of someone getting away with something,197
1,the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious minded concerns of other year end movies,200
1,there are no special effects and no hollywood endings,202
1,in its dry and forceful way it delivers the same message as jiri menzel s closely watched trains and danis tanovic s no man s land,206
0,while some will object to the idea of a vietnam picture with such a rah rah patriotic tone soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation,225
1,wilco fans will have a great time and the movie should win the band a few new converts too,241
0,you might want to take a reality check before you pay the full ticket price to see simone and consider a dvd rental instead,253
1,happily stays close to the ground in a spare and simple manner and does n t pummel us with phony imagery or music,262
1,with the same sort of good natured fun found in films like tremors eight legged freaks is prime escapist fare,301
1,here is a divine monument to a single man s struggle to regain his life his dignity and his music,335
1,elegant mannered and teasing,337
1,this beautifully animated epic is never dull,379
1,family portrait of need neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking,391
1,the performances are remarkable,395
1,even the digressions are funny,412
1,at the end when the now computerized yoda finally reveals his martial artistry the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside,417
1,while the film is not entirely successful it still manages to string together enough charming moments to work,466
1,a delightful stimulus for the optic nerves so much that it s forgivable that the plot feels like every other tale of a totalitarian tomorrow,474
0,it is a popcorn film not a must own or even a must see,488
1,thanks to confident filmmaking and a pair of fascinating performances the way to that destination is a really special walk in the woods,492
1,gaunt silver haired and leonine harris brings a tragic dimension and savage full bodied wit and cunning to the aging sandeman,502
1,rarely a movie is more than a movie,512
1,translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya ya,524
1,it s usually a bad sign when directors abandon their scripts and go where the moment takes them but olympia wash based filmmakers anne de marcken and marilyn freeman did just that and it s what makes their project so interesting,537
1,you wo n t have any trouble getting kids to eat up these veggies,559
1,light years ahead of paint by number american blockbusters like pearl harbor at least artistically,562
1,a fascinating documentary about the long and eventful spiritual journey of the guru who helped launch the new age,563
1,a fascinating bombshell documentary that should shame americans regardless of whether or not ultimate blame finally lies with kissinger,569
0,while each moment of this broken character study is rich in emotional texture the journey does n t really go anywhere,574
1,a sly female empowerment movie although not in a way anyone would expect,580
1,if the film has a problem its shortness disappoints you want the story to go on and on,595
1,the bai brothers have taken an small slice of history and opened it up for all of us to understand and they ve told a nice little story in the process,600
1,morvern callar confirms lynne ramsay as an important original talent in international cinema,606
1,a plethora of engaging diatribes on the meaning of home delivered in grand passion by the members of the various households,608
1,it s no lie big fat liar is a real charmer,616
1,west coast rap wars this modern mob music drama never fails to fascinate,623
1,but even while his characters are acting horribly he is always sympathetic,635
1,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza,646
1,transcends its agenda to deliver awe inspiring at times sublime visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring do puts the x into the games,659
1,but the talented cast alone will keep you watching as will the fight scenes,663
1,a smart sassy and exceptionally charming romantic comedy,675
1,kinnear s performance is a career defining revelation,698
1,the film is predictable in the reassuring manner of a beautifully sung holiday carol,699
1,offers a clear eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film,709
1,makes one thing abundantly clear,717
1,a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10 course banquet,728
1,danny huston gives an astounding performance that deftly gradually reveals a real human soul buried beneath a spellbinding serpent s smirk,732
1,a vibrant whirlwind of love family and all that goes with it my big fat greek wedding is a non stop funny feast of warmth colour and cringe,740
1,uneven self conscious but often hilarious spoof,753
1,funny sexy devastating and incurably romantic,766
1,very well written and very well acted,769
1,highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it,775
1,confessions may not be a straightforward bio nor does it offer much in the way of barris motivations but the film is an oddly fascinating depiction of an architect of pop culture,784
1,it s soulful and unslick and that s apparently just what aniston has always needed to grow into a movie career,804
1,after an uncertain start murder hits and generally sustains a higher plateau with bullock s memorable first interrogation of gosling,815
1,what a bewilderingly brilliant and entertaining movie this is,825
1,it s a square sentimental drama that satisfies as comfort food often can,830
1,a journey that is as difficult for the audience to take as it is for the protagonist yet it s potentially just as rewarding,851
1,from its invitingly upbeat overture to its pathos filled but ultimately life affirming finale martin is a masterfully conducted work,853
1,passions obsessions and loneliest dark spots are pushed to their most virtuous limits lending the narrative an unusually surreal tone,854
1,blade ii merges bits and pieces from fighting games wire fu horror movies mystery james bond wrestling sci fi and anime into one big bloody stew,860
1,contrived as this may sound mr rose s updating works surprisingly well,863
1,a lovely film elegant witty and beneath a prim exterior unabashedly romantic hugely enjoyable in its own right though not really faithful to its source s complexity,870
1,worth a look as a curiosity,876
1,director peter kosminsky gives these women a forum to demonstrate their acting chops and they take full advantage,878
1,offers an interesting look at the rapidly changing face of beijing,895
1,i have n t laughed that hard in years,953
1,these people are really going to love the piano teacher,954
1,if lilo stitch is n t the most edgy piece of disney animation to hit the silver screen then this first film to use a watercolor background since dumbo certainly ranks as the most original in years,956
1,bowling for columbine remains a disquieting and thought provoking film,959
1,a fine effort an interesting topic some intriguing characters and a sad ending,971
1,a hypnotic portrait of this sad compulsive life,975
1,like a tarantino movie with heart alias betty is richly detailed deftly executed and utterly absorbing,980
1,the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet,991
1,it s a cool event for the whole family,995
1,this is a superior horror flick,1012
1,the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string,1015
1,we re drawn in by the dark luster,1016
1,one of the best rock documentaries ever,1021
1,a tremendous piece of work,1028
1,it s light on the chills and heavy on the atmospheric weirdness and there are moments of jaw droppingly odd behavior yet i found it weirdly appealing,1045
1,a smart little indie,1059
1,payne has created a beautiful canvas and nicholson proves once again that he s the best brush in the business,1060
1,a riveting profile of law enforcement and a visceral nasty journey into an urban hades,1062
1,the movie is clever offbeat and even gritty enough to overcome my resistance,1066
1,austin powers for the most part is extremely funny the first part making up for any flaws that come later,1069
0,as if trying to grab a lump of play doh the harder that liman tries to squeeze his story the more details slip out between his fingers,1076
1,who knows but it works under the direction of kevin reynolds,1081
1,f rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative the film is blazingly alive and admirable on many levels,1082
0,it s about as convincing as any other arnie musclefest but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic,1122
1,it s affecting amusing sad and reflective,1139
1,can be viewed as pure composition and form film as music,1147
1,an extraordinary dramatic experience,1148
1,that in itself is extraordinary,1150
1,it zips along with b movie verve while adding the rich details and go for broke acting that heralds something special,1154
0,it s a strange film one that was hard for me to warm up to,1156
1,even when there are lulls the emotions seem authentic and the picture is so lovely toward the end you almost do n t notice the 129 minute running time,1166
1,while dutifully pulling on heartstrings directors dean deblois and chris sanders valiantly keep punching up the mix,1167
1,salma goes native and she s never been better in this colorful bio pic of a mexican icon,1184
1,throughout mr audiard s direction is fluid and quick,1218
1,this charming but slight tale has warmth wit and interesting characters compassionately portrayed,1243
1,you feel good you feel sad you feel pissed off but in the end you feel alive which is what they did,1267
1,so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt,1275
1,smart funny and just honest enough to provide the pleasures of a slightly naughty just above average off broadway play,1282
1,diane lane works nothing short of a minor miracle in unfaithful,1291
1,a very capable nailbiter,1300
1,secretary is just too original to be ignored,1306
1,one thing you have to give them credit for the message of the movie is consistent with the messages espoused in the company s previous video work,1348
1,an engaging criminal romp that will have viewers guessing just who s being conned right up to the finale,1363
1,it s a head turner thoughtfully written beautifully read and finally deeply humanizing,1365
1,tully is in many ways the perfect festival film a calm self assured portrait of small town regret love duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience,1369
1,at once disarmingly straightforward and strikingly devious,1409
1,meyjes has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics,1445
1,barry convinces us he s a dangerous secretly unhinged guy who could easily have killed a president because it made him feel powerful,1470
1,if you grew up on scooby you ll love this movie,1478
1,the movie is a trove of delights,1484
1,despite its flaws crazy as hell marks an encouraging new direction for la salle,1495
1,those with a modicum of patience will find in these characters foibles a timeless and unique perspective,1500
1,the kind of sweet and sour insider movie that film buffs will eat up like so much gelati,1516
1,a thoroughly engaging surprisingly touching british comedy,1527
1,a sloppy amusing comedy that proceeds from a stunningly unoriginal premise,1528
1,a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs,1529
1,a must see for fans of thoughtful war films and those interested in the sights and sounds of battle,1542
1,a fascinating unnerving examination of the delusions of one unstable man,1568
1,leave it to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller a dumb comedy or a sappy melodrama,1570
1,the director mark pellington does a terrific job conjuring up a sinister menacing atmosphere though unfortunately all the story gives us is flashing red lights a rattling noise and a bump on the head,1571
1,you may leave the theater with more questions than answers but darned if your toes wo n t still be tapping,1585
1,not many movies have that kind of impact on me these days,1597
1,in its understanding often funny way it tells a story whose restatement is validated by the changing composition of the nation,1625
1,the charm of revolution os is rather the way it introduces you to new fervently held ideas and fanciful thinkers,1631
1,for all its problems the lady and the duke surprisingly manages never to grow boring which proves that rohmer still has a sense of his audience,1635
1,an edifying glimpse into the wit and revolutionary spirit of these performers and their era,1636
1,but on the whole you re gon na like this movie,1648
1,a very good film sits in the place where a masterpiece should be,1663
1,spellbinding fun and deliciously exploitative,1664
1,henry bean s thoughtful screenplay provides no easy answers but offers a compelling investigation of faith versus intellect,1678
1,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family,1679
1,an alternately fascinating and frustrating documentary,1682
1,poignant japanese epic about adolescent anomie and heartbreak,1685
1,we ve seen it all before in one form or another but director hoffman with great help from kevin kline makes us care about this latest reincarnation of the world s greatest teacher,1686
1,even though it s common knowledge that park and his founding partner yong kang lost kozmo in the end you ca n t help but get caught up in the thrill of the company s astonishing growth,1687
1,it s all about anakin and the lustrous polished visuals rich in color and creativity and of course special effect,1693
1,it s funny touching dramatically forceful and beautifully shot,1696
1,nohe s documentary about the event is sympathetic without being gullible he is n t blind to the silliness but also captures moments of spontaneous creativity and authentic co operative interaction,1707
1,a wild ride of a movie that keeps throwing fastballs,1715
1,the film proves unrelentingly grim and equally engrossing,1722
1,fast and funny an action cartoon that s suspenseful enough for older kids but not too scary for the school age crowd,1733
1,one of those rare films that come by once in a while with flawless amounts of acting direction story and pace,1734
1,this story of a determined woman s courage to find her husband in a war zone offers winning performances and some effecting moments,1757
1,a meatier deeper beginning and or ending would have easily tipped this film into the a range as is it s a very very strong b,1794
1,reign of fire is hardly the most original fantasy film ever made beyond road warrior it owes enormous debts to aliens and every previous dragon drama but that barely makes it any less entertaining,1802
0,the film s considered approach to its subject matter is too calm and thoughtful for agitprop and the thinness of its characterizations makes it a failure as straight drama,1806
