label,sentence,sample_index
1,the rock is destined to be the 21st century s new conan and that he s going to make a splash even greater than arnold schwarzenegger jean claud van damme or steven segal,0
1,the gorgeously elaborate continuation of the lord of the rings trilogy is so huge that a column of words can not adequately describe co writer director peter jackson s expanded vision of j r r tolkien s middle earth,1
1,singer composer bryan adams contributes a slew of songs a few potential hits a few more simply intrusive to the story but the whole package certainly captures the intended er spirit of the piece,2
1,yet the act is still charming here,3
1,whether or not you re enlightened by any of derrida s lectures on the other and the self derrida is an undeniably fascinating and playful fellow,4
1,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing,5
1,part of the charm of satin rouge is that it avoids the obvious with humour and lightness,6
1,a screenplay more ingeniously constructed than memento,7
1,good fun good action good acting good dialogue good pace good cinematography,9
1,dramas like this make it human,10
1,still this flick is fun and host to some truly excellent sequences,11
1,you walk out of the good girl with mixed emotions disapproval of justine combined with a tinge of understanding for her actions,13
1,you ll probably love it,16
1,grenier is terrific bringing an unforced rapid fire delivery to toback s heidegger and nietzsche referencing dialogue,18
1,they are what makes it worth the trip to the theatre,20
1,taymor utilizes the idea of making kahlo s art a living breathing part of the movie often catapulting the artist into her own work,21
0,this is n t a new idea,22
1,but tongue in cheek preposterousness has always been part of for the most part wilde s droll whimsy helps being earnest overcome its weaknesses and parker s creative interference,27
1,much of the movie s charm lies in the utter cuteness of stuart and margolo,28
0,a sour little movie at its core an exploration of the emptiness that underlay the relentless gaiety of the 1920 s the film s ending has a what was it all for,34
1,feeling to it but like the 1920 s the trip there is a great deal of fun,35
1,cremaster 3 should come with the warning for serious film buffs only,36
1,but believe it or not it s one of the most beautiful evocative works i ve seen,38
1,a spoof comedy that carries its share of laughs sometimes a chuckle sometimes a guffaw and to my great pleasure the occasional belly laugh,40
1,the wanton slipperiness of corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art,42
1,a welcome relief from baseball movies that try too hard to be mythic this one is a sweet and modest and ultimately winning story,46
1,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,48
0,it s only in fairy tales that princesses that are married for political reason live happily ever after,53
1,a terrific b movie in fact the best in recent memory,54
1,birthday girl is an actor s movie first and foremost,55
1,what s really so appealing about the characters is their resemblance to everyday children,58
1,if you re as happy listening to movies as you are watching them and the slow parade of human frailty fascinates you then you re at the right film,60
1,this comic gem is as delightful as it is derivative,64
1,the leaping story line shaped by director peter kosminsky into sharp slivers and cutting impressions shows all the signs of rich detail condensed into a few evocative images and striking character traits,66
1,the production has been made with an enormous amount of affection so we believe these characters love each other,67
1,finally the french produced read my lips is a movie that understands characters must come first,72
1,allen shows he can outgag any of those young whippersnappers making moving pictures today,74
0,by no means a slam dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act it still comes off as a touching transcendent love story,76
1,i encourage young and old alike to go see this unique and entertaining twist on the classic whale s tale you wo n t be sorry,77
