cifar_index,label
27619,3
44768,3
11711,6
37963,4
7748,8
33278,6
40558,3
27440,0
17483,4
25285,9
49394,6
42958,1
1776,7
4742,8
22238,0
18659,0
38354,4
33083,2
2415,4
38898,0
19347,0
37662,3
36680,7
12958,2
43922,3
23886,9
39071,3
26222,9
6978,5
4431,2
29974,1
1409,2
25601,7
20327,1
30889,5
48824,4
28224,2
3657,9
30627,4
20474,0
46398,4
18462,3
45111,4
32383,7
3235,2
11254,4
27196,9
18894,5
33204,2
22694,9
49662,9
23295,3
4585,1
16227,7
43789,1
9719,7
8602,9
36741,9
36158,1
43931,7
5340,2
33760,8
28318,9
28600,4
29306,9
42034,7
21841,2
3255,7
41031,4
9265,8
29905,1
47809,6
9883,8
22140,9
6122,1
4388,3
19558,2
41971,0
38359,5
12214,6
25611,1
47660,9
18226,9
23893,8
42805,1
11100,0
19252,5
48874,8
44006,7
41491,6
7220,3
19277,0
17204,6
33822,2
11155,5
7638,6
2617,0
46507,1
20880,2
20145,2
7937,6
35356,1
8819,2
45431,9
8321,2
32306,8
32615,4
34007,5
20344,3
24582,4
47415,4
32968,0
43408,8
36164,6
7820,6
49387,0
25332,4
38281,4
35523,7
5144,1
31317,8
5196,1
15109,2
35997,4
7444,0
37139,9
48476,0
39168,7
37223,3
30677,4
43774,7
44894,4
362,7
33709,3
10319,5
26600,9
1836,6
36781,3
28303,6
39450,9
4795,7
49760,7
36062,6
49474,5
37645,2
21535,7
40135,4
44556,8
21971,1
21565,8
18635,2
23864,1
6145,6
18696,1
19510,4
30568,7
47711,0
4109,2
9076,8
904,4
45774,6
14967,1
21331,1
40877,3
30215,9
26691,9
45620,8
47063,8
34158,9
5106,3
22632,5
7424,4
44717,4
19470,9
13021,4
41240,8
46364,7
27365,9
47151,1
27589,9
29640,6
8571,1
2117,5
20831,0
1251,1
39772,4
31389,7
8608,7
19227,8
36985,8
48398,5
25688,3
38666,8
25538,0
5710,7
31605,9
12338,2
25425,5
2525,3
43514,1
33880,3
24053,8
41543,8
37065,0
11009,6
27502,0
26399,3
2868,2
41569,3
21409,7
36693,0
1672,9
33368,0
25530,2
45221,4
4727,2
10501,3
30416,9
16429,6
11974,7
34324,6
10494,9
30750,1
13725,3
37075,4
17021,9
17182,7
39502,8
11296,9
12596,6
37283,2
20007,3
44320,0
24354,6
47337,0
23428,1
24840,5
17549,7
38427,5
43964,7
4181,6
31646,5
40948,9
48596,7
16847,8
15654,2
26071,5
15907,2
12727,4
17442,8
38803,7
43852,5
32613,0
48133,8
37302,7
23559,2
32782,5
3610,2
44400,4
19012,5
23947,5
14869,4
18738,4
18420,6
30938,6
4525,2
48778,0
46841,3
37239,1
9623,8
49729,5
19103,0
49982,3
37978,0
22439,6
49904,9
39689,3
11934,2
27974,5
17246,8
44283,4
9392,1
16273,3
673,2
28741,5
32206,0
48336,8
22110,3
46460,4
29283,1
5663,1
17086,2
43077,0
9972,8
43313,3
46846,6
12719,1
38951,3
17541,3
11023,0
41324,0
46553,0
24597,3
49064,9
17705,8
38465,4
20424,0
20813,0
25587,2
48890,5
1002,3
18951,0
17228,9
21644,6
14369,8
35047,9
25327,8
41139,5
49472,5
35055,5
4733,5
13407,9
23907,8
24678,1
10159,0
35281,0
29120,1
5831,1
41871,3
45045,8
29452,5
34109,0
13768,1
32448,8
46978,9
28047,5
5391,0
21690,9
24245,9
18243,5
796,2
17540,3
48779,2
27711,5
19310,1
27562,0
28885,4
41948,1
26052,5
38786,6
29252,1
36966,8
18670,1
21988,9
14610,9
37443,9
1279,9
30246,2
38517,4
1215,7
26351,4
3740,8
17735,2
38060,2
43097,4
26944,8
45279,4
24882,6
40698,9
42980,6
46871,1
34342,8
39681,3
2609,9
10431,6
31862,9
44111,7
13835,0
6812,3
8593,7
41407,2
23198,1
42926,8
13447,2
20507,3
48150,9
49372,8
40928,0
6560,4
32604,2
34057,5
27291,9
16717,9
22901,7
9101,2
35270,6
28567,9
23079,0
28661,5
31713,9
23309,4
34551,5
3969,8
18815,5
5639,2
4602,8
46427,1
5227,4
38244,2
6595,3
45098,6
5782,7
26550,1
37572,2
10265,0
11050,2
15375,9
21465,5
5150,2
45330,3
7792,0
41142,6
6514,8
26538,8
5874,0
17215,9
15066,9
45026,3
39020,6
41718,5
49925,7
39536,7
6886,2
3910,3
26675,3
36255,8
32185,7
39264,9
49301,5
22163,1
43937,6
27848,4
24346,7
22056,8
31156,7
10185,7
47020,9
35751,5
29249,2
31823,2
46195,9
10341,3
44945,9
18587,5
42453,7
27127,6
2222,6
32043,3
45495,9
45033,9
25184,3
11830,8
11957,4
18075,2
35540,8
42771,7
16660,2
28053,9
38266,1
24302,5
29755,5
1061,5
44430,0
22416,5
37548,3
17551,9
41394,3
2455,1
43190,2
32006,3
31725,8
827,2
31960,5
24125,9
45887,5
31110,1
46498,8
2690,6
29417,2
21968,9
48842,0
