cifar_index,label
27619,3
11711,6
37963,4
33278,6
40558,3
27440,0
17483,4
49394,6
1776,7
4742,8
36680,7
12958,2
48824,4
28224,2
20474,0
32383,7
27196,9
23295,3
16227,7
9719,7
8602,9
42034,7
41031,4
9265,8
29905,1
4388,3
23893,8
42805,1
19277,0
17204,6
2617,0
46507,1
7937,6
45431,9
8321,2
34007,5
24582,4
47415,4
7820,6
49387,0
25332,4
35523,7
5196,1
15109,2
35997,4
44556,8
21971,1
30568,7
45774,6
21331,1
30215,9
26691,9
5106,3
27365,9
47151,1
27589,9
39772,4
8608,7
19227,8
36985,8
38666,8
5710,7
12338,2
2525,3
41543,8
27502,0
26399,3
2868,2
41569,3
21409,7
33368,0
45221,4
11974,7
30750,1
13725,3
37075,4
39502,8
44320,0
43964,7
4181,6
40948,9
12727,4
38803,7
19012,5
30938,6
48778,0
46841,3
37239,1
9623,8
19103,0
49904,9
9392,1
16273,3
673,2
28741,5
32206,0
48336,8
29283,1
5663,1
43313,3
12719,1
46553,0
20424,0
20813,0
25587,2
48890,5
17228,9
21644,6
41139,5
49472,5
35055,5
4733,5
24678,1
5831,1
45045,8
32448,8
46978,9
796,2
26052,5
14610,9
38517,4
26351,4
3740,8
17735,2
38060,2
26944,8
45279,4
2609,9
8593,7
41407,2
23198,1
20507,3
9101,2
28567,9
28661,5
18815,5
5639,2
45098,6
5782,7
26550,1
10265,0
11050,2
5150,2
26538,8
5874,0
17215,9
45026,3
39020,6
49925,7
39536,7
32185,7
22163,1
24346,7
22056,8
10185,7
31823,2
10341,3
44945,9
42453,7
27127,6
45495,9
45033,9
25184,3
18075,2
16660,2
28053,9
24302,5
44430,0
41394,3
43190,2
31725,8
827,2
24125,9
2690,6
36229,8
38521,3
16514,4
3406,8
39929,5
9762,6
43646,1
13657,9
27876,3
1533,2
3509,4
33581,4
35074,8
10412,2
20239,8
22945,8
21688,9
6745,6
14133,6
38374,8
16530,2
6413,9
19999,5
41662,2
27908,0
12025,1
39855,9
14905,4
16827,3
34524,5
1960,0
16838,0
7374,1
36827,9
9448,2
37559,5
46480,0
14389,8
32184,5
12197,8
42970,3
40142,6
30287,2
41226,9
12313,4
11843,2
7555,2
31614,2
44180,8
41583,5
29720,6
19751,9
34208,8
45501,5
11375,5
8112,2
20791,7
4975,8
3443,0
23194,0
9747,8
4488,6
24094,0
20745,1
38109,7
900,9
13651,5
2231,5
46209,5
46490,4
43995,6
33102,7
17602,6
21963,7
20659,4
31048,0
32154,7
17690,2
18661,2
21885,2
21572,6
5795,8
8456,4
46939,3
15316,6
12915,0
44151,7
4638,9
20767,6
36617,5
17071,0
3352,0
40838,1
44001,0
46510,5
43880,6
8281,9
27551,9
37080,3
26931,7
45655,1
45240,8
41020,3
26225,8
28071,9
30631,2
18610,6
5053,3
7850,2
18820,6
22471,8
19232,0
39296,4
29415,2
39911,1
36487,5
37827,4
34724,0
45124,4
10649,6
16690,2
38988,5
36262,8
19447,3
26341,0
48014,2
14310,4
22181,9
49616,1
27249,9
19430,6
46567,9
7548,1
49218,3
49973,1
13237,7
21507,9
45474,6
7,7
27279,5
7985,0
13378,7
26427,0
4160,5
42741,9
27372,4
44477,8
8771,1
15059,1
34772,9
46479,8
720,6
21933,1
28876,1
31177,2
36642,6
34624,2
48687,0
3389,7
38992,3
28342,5
27434,0
14581,8
7762,6
31669,1
20825,9
28866,0
40143,0
15956,7
3702,9
36124,3
21312,8
9404,2
27765,6
8522,0
18434,4
17242,7
34752,4
25411,7
6343,3
14549,1
5035,7
47878,6
3688,4
43949,0
1410,1
20358,8
21198,5
20376,1
12585,8
48295,0
14772,6
47790,6
29881,0
4784,9
34545,3
48076,8
5759,1
46392,8
30929,0
43096,8
287,3
46932,3
19666,8
26299,2
5422,1
30913,0
13274,8
27464,6
24315,8
11992,2
10316,9
16761,2
48797,5
16054,9
30092,7
44407,5
49329,2
49320,6
33202,0
14163,6
9487,9
8062,0
8381,3
34084,5
26111,3
29524,8
11715,9
42695,4
36147,6
16986,1
19840,9
13060,0
5399,5
43431,6
38580,0
38117,9
31863,0
16672,4
31391,0
39996,1
41048,8
25851,6
14001,5
32830,0
20595,1
39940,1
36949,8
44992,1
34520,7
14499,0
10859,9
45929,7
3735,1
12709,9
27855,0
1576,2
1395,7
7486,6
24550,9
31911,9
2835,4
30239,2
47365,1
38182,2
31170,8
32329,7
20115,6
9185,3
4195,4
48098,9
13870,9
14235,4
5501,4
20392,7
18403,4
1852,2
48294,1
12970,9
48835,2
6193,6
34044,7
35668,1
7461,9
19911,1
26907,3
12820,0
17942,7
35327,0
49,0
44879,2
13186,4
36866,9
7065,3
4461,8
13803,4
31272,2
46160,3
10077,7
23488,5
12838,7
43174,6
3348,7
29018,7
15499,5
1242,1
4596,6
12894,1
48853,7
34726,9
2567,2
25422,0
2708,2
35936,2
28901,9
11814,9
17703,9
1536,6
14222,7
30349,5
28725,3
43630,3
40211,0
39227,6
34682,3
8902,5
37738,0
46508,7
26410,5
29169,9
29735,0
16737,9
40736,2
44185,1
46812,3
15701,5
41137,3
2875,2
41167,0
28622,1
17983,0
37331,5
17718,1
13159,5
35146,2
25975,1
29342,5
6609,0
21739,3
2838,9
7240,9
17998,0
37685,5
9495,0
24811,8
49221,1
22233,9
8004,4
45629,5
23542,6
24050,7
41780,7
2113,7
27243,8
9627,8
37972,2
42945,0
25468,9
25780,8
6405,3
12279,9
17574,6
25294,6
4294,3
39550,2
26533,7
14527,3
36075,5
18952,2
33705,1
25445,5
13859,8
13546,8
22300,8
32270,4
10947,4
3973,4
34483,9
23473,4
18859,1
41297,6
34911,1
24734,2
25695,2
15187,9
33374,7
13038,4
26775,5
23561,7
12434,6
25758,8
648,2
6754,6
13228,2
48773,7
3102,0
19138,6
9775,4
32488,1
47161,6
44895,9
4404,6
31754,3
12396,6
32273,9
15952,5
34082,4
36029,9
19746,4
35165,5
26271,2
40720,2
777,8
35880,2
48868,9
25415,2
33050,1
3579,8
9877,6
25026,5
19825,5
27232,7
30589,4
43991,5
49679,8
26513,6
25064,2
22792,7
32392,3
23601,1
18290,4
32601,1
30149,6
26531,9
10429,5
18503,2
44313,3
49954,4
823,1
22923,3
34525,9
6427,2
20060,4
38242,4
45909,3
16278,1
25815,6
4005,9
17011,0
12883,0
26729,1
46452,4
1661,5
48109,0
39633,7
21895,9
13565,8
40972,1
20421,5
21363,2
4546,6
22817,1
45670,3
35474,4
9713,4
10616,2
35158,7
47694,8
43627,4
25234,6
38996,2
14228,2
6485,4
361,6
5441,0
32194,0
29648,7
49054,3
49524,7
16479,8
17624,8
23040,6
15610,1
10850,9
25916,7
25588,5
26838,4
40564,9
38149,3
15665,1
12623,2
31866,4
