cifar_index,label
27619,3
11711,6
37963,4
40558,3
27440,0
17483,4
1776,7
36680,7
48824,4
28224,2
20474,0
32383,7
23295,3
16227,7
9719,7
42034,7
41031,4
29905,1
4388,3
23893,8
42805,1
19277,0
17204,6
2617,0
46507,1
7937,6
45431,9
34007,5
47415,4
7820,6
49387,0
35523,7
5196,1
44556,8
21971,1
30568,7
45774,6
30215,9
26691,9
5106,3
27365,9
47151,1
39772,4
8608,7
19227,8
36985,8
5710,7
2525,3
41543,8
26399,3
2868,2
41569,3
33368,0
45221,4
11974,7
13725,3
39502,8
44320,0
43964,7
4181,6
40948,9
38803,7
19012,5
30938,6
48778,0
46841,3
19103,0
49904,9
673,2
28741,5
32206,0
43313,3
46553,0
20424,0
20813,0
48890,5
21644,6
41139,5
49472,5
35055,5
24678,1
5831,1
45045,8
38517,4
26351,4
3740,8
45279,4
8593,7
41407,2
20507,3
28567,9
28661,5
18815,5
5639,2
26550,1
10265,0
11050,2
5150,2
26538,8
5874,0
17215,9
39020,6
49925,7
32185,7
22163,1
24346,7
22056,8
31823,2
10341,3
42453,7
27127,6
45495,9
25184,3
16660,2
44430,0
41394,3
24125,9
2690,6
36229,8
38521,3
3406,8
39929,5
9762,6
43646,1
27876,3
33581,4
10412,2
20239,8
22945,8
21688,9
14133,6
16530,2
19999,5
41662,2
12025,1
39855,9
16827,3
34524,5
16838,0
7374,1
9448,2
46480,0
14389,8
12197,8
42970,3
40142,6
12313,4
11843,2
44180,8
29720,6
19751,9
34208,8
45501,5
11375,5
8112,2
4975,8
3443,0
23194,0
9747,8
4488,6
24094,0
20745,1
2231,5
46209,5
46490,4
43995,6
33102,7
21963,7
20659,4
18661,2
21885,2
21572,6
5795,8
8456,4
46939,3
12915,0
20767,6
36617,5
17071,0
3352,0
44001,0
46510,5
8281,9
37080,3
26931,7
45240,8
41020,3
26225,8
28071,9
30631,2
18610,6
5053,3
18820,6
22471,8
19232,0
39296,4
39911,1
36487,5
34724,0
45124,4
10649,6
16690,2
38988,5
36262,8
26341,0
14310,4
22181,9
27249,9
19430,6
49218,3
13237,7
21507,9
45474,6
7,7
27279,5
7985,0
13378,7
26427,0
4160,5
42741,9
44477,8
15059,1
34772,9
720,6
36642,6
34624,2
48687,0
3389,7
28342,5
14581,8
7762,6
28866,0
40143,0
15956,7
3702,9
36124,3
27765,6
8522,0
18434,4
17242,7
34752,4
25411,7
6343,3
5035,7
47878,6
3688,4
43949,0
1410,1
20358,8
12585,8
48295,0
14772,6
47790,6
29881,0
4784,9
34545,3
48076,8
5759,1
46392,8
287,3
46932,3
19666,8
26299,2
30913,0
13274,8
27464,6
24315,8
11992,2
16761,2
48797,5
16054,9
44407,5
49329,2
33202,0
14163,6
9487,9
8381,3
34084,5
26111,3
36147,6
19840,9
13060,0
5399,5
43431,6
38580,0
38117,9
39996,1
32830,0
20595,1
39940,1
14499,0
10859,9
3735,1
12709,9
1395,7
7486,6
2835,4
30239,2
47365,1
38182,2
31170,8
20115,6
4195,4
48098,9
14235,4
5501,4
18403,4
12970,9
48835,2
6193,6
35668,1
19911,1
26907,3
12820,0
35327,0
49,0
44879,2
13186,4
36866,9
4461,8
13803,4
46160,3
10077,7
23488,5
3348,7
29018,7
15499,5
12894,1
48853,7
34726,9
2567,2
25422,0
2708,2
35936,2
28901,9
17703,9
1536,6
14222,7
30349,5
34682,3
37738,0
46508,7
26410,5
29169,9
16737,9
44185,1
46812,3
15701,5
41137,3
2875,2
28622,1
17983,0
35146,2
25975,1
29342,5
6609,0
21739,3
2838,9
17998,0
9495,0
24811,8
22233,9
45629,5
23542,6
24050,7
2113,7
27243,8
9627,8
25468,9
25780,8
6405,3
12279,9
25294,6
4294,3
14527,3
33705,1
25445,5
13546,8
22300,8
32270,4
10947,4
34483,9
23473,4
18859,1
34911,1
24734,2
25695,2
15187,9
13038,4
26775,5
12434,6
25758,8
6754,6
13228,2
48773,7
3102,0
19138,6
32488,1
47161,6
44895,9
4404,6
36029,9
19746,4
35165,5
26271,2
777,8
48868,9
25415,2
33050,1
3579,8
9877,6
25026,5
19825,5
27232,7
30589,4
43991,5
26513,6
22792,7
32392,3
23601,1
10429,5
18503,2
44313,3
49954,4
823,1
22923,3
34525,9
6427,2
20060,4
38242,4
45909,3
16278,1
25815,6
17011,0
46452,4
39633,7
21895,9
13565,8
40972,1
21363,2
4546,6
22817,1
45670,3
35474,4
35158,7
38996,2
6485,4
32194,0
16479,8
10850,9
31866,4
20686,0
19018,1
17807,7
170,8
12650,8
32964,9
17265,5
24876,8
17051,3
26573,3
4758,8
35255,2
10292,1
8939,4
42739,9
48077,5
41697,5
12721,2
26501,5
27418,3
44967,0
49891,0
44056,9
49966,6
38100,3
44922,7
29323,7
1210,6
35219,6
35,0
3861,6
9504,7
15879,6
32182,8
3211,0
1655,3
14919,3
35926,1
13553,8
46782,0
21859,2
18882,2
1167,7
5817,2
36794,9
12529,7
12369,6
4006,1
30275,5
6484,2
6163,9
48138,1
202,9
4418,2
31481,0
19682,0
12387,2
25267,0
13641,8
21946,4
1598,0
20604,8
23994,4
27428,4
42422,9
21195,0
40400,3
45325,8
6780,4
19893,9
15298,3
7197,7
39885,3
5362,0
11220,2
32532,8
47350,8
27487,0
8590,5
29242,5
27962,0
18996,8
16246,8
49621,6
37736,5
28912,0
8557,6
33155,7
36186,2
32568,7
40173,1
30228,4
31752,6
11690,6
981,5
4130,6
29682,2
49003,9
45441,4
27810,9
32823,8
22553,1
41158,3
5056,9
28519,5
5703,0
43389,6
48978,0
41411,2
18344,9
43538,6
1169,4
49383,1
17897,3
45104,8
14532,4
12367,6
11613,8
42162,8
3463,9
417,0
35216,2
21305,0
35159,9
2390,1
34164,1
49150,1
41475,5
12714,7
28631,3
27621,8
44398,7
21001,7
23320,0
41937,3
23699,7
21214,5
2025,3
13174,0
29583,3
6244,1
27631,4
22442,9
21723,0
15938,4
42678,0
2550,2
13591,8
29502,3
32699,6
21197,4
5175,5
2733,5
29107,6
45072,6
814,5
5226,2
25205,5
11938,3
13281,3
428,9
3294,8
5683,1
31452,7
5549,0
2817,8
45951,2
43865,1
14878,1
44391,9
16941,7
13037,1
41335,8
21848,1
19880,1
40504,0
9795,7
42169,6
10322,3
31147,1
39637,6
33021,2
12514,5
7604,7
39708,7
2308,9
34468,8
1653,5
9961,9
44774,2
42108,6
9049,4
35915,4
38385,5
31504,7
24238,5
16792,8
46605,3
19117,3
12590,4
39464,6
7064,6
16172,1
45617,8
34046,7
2152,6
24895,6
21646,8
47806,8
635,9
8423,4
20335,3
21164,8
26672,8
46300,7
17992,4
38680,5
17801,4
26419,6
33363,0
10759,5
49822,3
45337,7
30995,3
49127,8
