cifar_index,label
27619,3
11711,6
37963,4
7748,8
33278,6
40558,3
27440,0
17483,4
49394,6
42958,1
1776,7
4742,8
22238,0
18659,0
19347,0
36680,7
12958,2
20327,1
48824,4
28224,2
20474,0
32383,7
27196,9
23295,3
16227,7
9719,7
8602,9
5340,2
28318,9
42034,7
41031,4
9265,8
29905,1
4388,3
18226,9
23893,8
42805,1
41491,6
19277,0
17204,6
2617,0
46507,1
7937,6
35356,1
45431,9
8321,2
34007,5
24582,4
47415,4
7820,6
49387,0
25332,4
35523,7
5144,1
5196,1
15109,2
35997,4
362,7
49760,7
21535,7
44556,8
21971,1
23864,1
6145,6
30568,7
9076,8
904,4
45774,6
21331,1
30215,9
26691,9
5106,3
7424,4
27365,9
47151,1
27589,9
39772,4
31389,7
8608,7
19227,8
36985,8
38666,8
5710,7
31605,9
12338,2
2525,3
41543,8
37065,0
27502,0
26399,3
2868,2
41569,3
21409,7
36693,0
33368,0
25530,2
45221,4
16429,6
11974,7
30750,1
13725,3
37075,4
39502,8
37283,2
44320,0
17549,7
43964,7
4181,6
40948,9
12727,4
38803,7
19012,5
23947,5
30938,6
48778,0
46841,3
37239,1
9623,8
19103,0
49904,9
11934,2
27974,5
17246,8
44283,4
9392,1
16273,3
673,2
28741,5
32206,0
48336,8
29283,1
5663,1
43313,3
12719,1
11023,0
46553,0
49064,9
20424,0
20813,0
25587,2
48890,5
1002,3
17228,9
21644,6
41139,5
49472,5
35055,5
4733,5
24678,1
10159,0
5831,1
45045,8
32448,8
46978,9
796,2
27562,0
26052,5
38786,6
14610,9
38517,4
26351,4
3740,8
17735,2
38060,2
26944,8
45279,4
42980,6
2609,9
8593,7
41407,2
23198,1
20507,3
49372,8
6560,4
9101,2
28567,9
28661,5
18815,5
5639,2
4602,8
38244,2
45098,6
5782,7
26550,1
10265,0
11050,2
5150,2
26538,8
5874,0
17215,9
45026,3
39020,6
49925,7
39536,7
32185,7
22163,1
43937,6
24346,7
22056,8
10185,7
31823,2
10341,3
44945,9
42453,7
27127,6
2222,6
45495,9
45033,9
25184,3
18075,2
16660,2
28053,9
24302,5
44430,0
41394,3
43190,2
31725,8
827,2
24125,9
2690,6
17236,5
36229,8
38521,3
16514,4
3406,8
39929,5
9762,6
43646,1
13657,9
1893,9
27876,3
1533,2
3509,4
46516,2
33581,4
35074,8
10412,2
20239,8
22945,8
21688,9
6745,6
14133,6
31043,5
38374,8
16530,2
6413,9
19999,5
41662,2
2940,5
41170,1
27908,0
12025,1
39855,9
14905,4
16827,3
34524,5
1960,0
16838,0
7374,1
16025,7
36827,9
9448,2
37559,5
46480,0
21617,7
11434,3
14389,8
32184,5
12197,8
42970,3
40142,6
30287,2
41226,9
12313,4
11843,2
7555,2
31614,2
44180,8
9591,3
41583,5
29720,6
19751,9
34208,8
39021,3
45501,5
11375,5
8112,2
45193,2
38542,1
20791,7
4975,8
3443,0
23194,0
9747,8
4488,6
24094,0
20745,1
38109,7
900,9
13651,5
2231,5
46209,5
46490,4
43995,6
33102,7
17602,6
21963,7
20659,4
31048,0
4038,2
44188,9
32154,7
17690,2
18661,2
21885,2
21572,6
49249,9
12113,3
5795,8
8456,4
46939,3
15316,6
12915,0
44151,7
28489,4
4638,9
13079,8
38921,0
47087,7
20767,6
36617,5
17071,0
3352,0
40838,1
44001,0
46510,5
18111,3
43880,6
8281,9
27551,9
37080,3
39773,3
150,3
26931,7
1552,6
45655,1
45240,8
41020,3
26225,8
28071,9
30631,2
18610,6
5053,3
7850,2
18820,6
22471,8
19232,0
34540,1
33230,1
39296,4
29415,2
39819,0
39911,1
36487,5
37827,4
34724,0
45124,4
10649,6
30934,9
16690,2
807,6
38988,5
36262,8
19447,3
26341,0
48014,2
14310,4
22181,9
49616,1
27249,9
35004,1
19430,6
46567,9
21224,2
7548,1
49218,3
49973,1
13237,7
21507,9
45474,6
24781,6
7,7
27279,5
7985,0
13378,7
26427,0
16431,5
4160,5
42741,9
27372,4
44477,8
8771,1
15059,1
34772,9
46479,8
720,6
21933,1
43064,1
28876,1
31177,2
36642,6
34624,2
40581,8
36774,1
2562,3
4468,0
26169,2
48687,0
3389,7
38992,3
28342,5
36488,4
27434,0
14581,8
26110,2
7762,6
49967,8
31669,1
14726,4
40263,3
20825,9
28866,0
40143,0
15956,7
29009,6
3702,9
36124,3
21312,8
9404,2
27765,6
22733,2
8522,0
18434,4
3519,4
17242,7
18679,3
34752,4
25411,7
6343,3
14549,1
9338,3
4512,5
5035,7
38979,4
47878,6
6215,5
15555,3
3688,4
27635,7
11127,9
36592,7
43949,0
1410,1
20358,8
21198,5
20376,1
12585,8
48295,0
14772,6
47790,6
23090,5
9035,5
29881,0
4784,9
34545,3
48076,8
48768,3
5759,1
46392,8
30929,0
43096,8
287,3
46932,3
19666,8
26299,2
5422,1
30913,0
13274,8
23504,1
27464,6
24315,8
38840,5
11992,2
21084,6
10316,9
16761,2
48797,5
16054,9
21262,2
30092,7
44407,5
49329,2
49320,6
33202,0
14163,6
9487,9
8062,0
8381,3
42317,5
34084,5
26111,3
29524,8
11715,9
42695,4
24162,9
36147,6
24875,5
16986,1
19840,9
13060,0
5399,5
43431,6
38580,0
45368,5
38117,9
31863,0
6977,8
6106,2
16672,4
31391,0
39996,1
41048,8
25851,6
14001,5
32830,0
40812,9
20595,1
39940,1
36949,8
44992,1
34202,1
26701,6
34520,7
14499,0
7836,7
49571,8
10859,9
38800,8
45929,7
3735,1
12709,9
27855,0
1576,2
1395,7
14127,2
7486,6
24550,9
15346,8
31911,9
35311,2
2835,4
34842,9
30239,2
47365,1
38182,2
31170,8
32329,7
20115,6
9185,3
4195,4
48098,9
18195,7
10378,2
13870,9
41119,5
14235,4
28907,9
5501,4
20392,7
18403,4
46122,6
1852,2
48294,1
12970,9
48835,2
8259,3
29426,6
21522,0
6193,6
22400,8
34044,7
35668,1
7461,9
19911,1
26907,3
12820,0
38504,3
17942,7
35327,0
49,0
44879,2
21279,5
47183,5
21140,8
13186,4
45022,4
36866,9
7065,3
4461,8
13803,4
31272,2
37084,6
46160,3
10077,7
23488,5
12838,7
43174,6
3348,7
29018,7
15499,5
1242,1
19459,5
4596,6
49653,6
12894,1
48853,7
34726,9
2567,2
25422,0
2708,2
35936,2
28901,9
3722,9
6939,7
11814,9
17703,9
1536,6
22166,9
14222,7
30349,5
28725,3
43630,3
40211,0
27938,3
39227,6
34682,3
8902,5
37738,0
46508,7
26410,5
29169,9
29735,0
16737,9
19382,1
40736,2
44185,1
46812,3
15701,5
41137,3
2875,2
41167,0
28622,1
29538,6
17983,0
23416,2
46126,6
7547,0
37331,5
17718,1
13159,5
35146,2
25975,1
29342,5
25323,1
6609,0
21739,3
