cifar_index,label
22085,6
1776,7
18659,0
2415,4
18462,3
45111,4
8602,9
36741,9
38197,6
47809,6
9883,8
12214,6
18226,9
23893,8
19252,5
41491,6
33822,2
1406,4
20145,2
37139,9
37223,3
36062,6
4109,2
26691,9
5106,3
12136,4
19227,8
5710,7
36693,0
17182,7
826,8
48596,7
37302,7
19012,5
37978,0
28741,5
9972,8
46846,6
17705,8
41139,5
32448,8
48779,2
28885,4
14610,9
40698,9
16717,9
26550,1
5874,0
10341,3
18587,5
6742,3
24737,4
23585,7
28053,9
17551,9
41394,3
8901,7
827,2
18252,9
48781,4
21968,9
27876,3
35460,2
43632,4
46516,2
33581,4
40083,9
38659,6
39855,9
28162,3
1960,0
29810,3
11734,0
11434,3
35023,4
24046,4
4094,6
40142,6
28170,4
45501,5
37347,9
23194,0
4488,6
46490,4
46939,3
12522,4
25015,5
46510,5
21779,4
29893,0
18610,6
4052,2
33230,1
48991,5
24343,9
4483,3
19430,6
49218,3
28892,4
16431,5
31995,5
46239,5
36488,4
16374,5
26110,2
16428,1
40317,0
21312,8
8522,0
19234,3
34752,4
9338,3
41480,5
36953,8
20358,8
48774,8
19666,8
38840,5
13334,0
5718,6
48488,4
5060,7
43351,4
47198,3
40466,6
41368,1
39996,1
38588,6
28007,5
46899,5
20595,1
36949,8
38628,0
45624,4
24550,9
15346,8
31586,0
8430,7
39524,1
17942,7
46523,0
32814,8
7945,7
21140,8
43866,5
8,8
31272,2
13023,4
46785,5
9182,3
4596,6
26123,3
45428,2
1536,6
5538,7
38305,5
24833,1
46508,7
30452,3
8978,3
36279,0
7547,0
19420,6
17718,1
35146,2
10625,8
38745,2
25721,8
37685,5
9495,0
45629,5
5037,0
43561,6
45390,0
16549,1
32618,8
6430,3
13546,8
31138,1
44704,3
41297,6
41289,1
23561,7
37121,2
4610,5
31754,3
10883,3
5618,2
34082,4
43673,9
22715,5
9877,6
20315,5
41032,1
16975,9
22923,3
30548,7
18329,3
11844,0
34782,7
44668,0
37627,4
24621,7
41064,6
43223,7
49524,7
18017,7
41868,0
27505,7
32010,6
13623,8
34423,9
20190,0
15020,7
43029,8
31866,4
106,8
170,8
28592,3
12650,8
19947,1
26573,3
21864,3
10613,8
28703,0
12767,0
30890,7
20534,3
10253,6
24711,5
3010,6
26015,8
9504,7
28752,4
1655,3
14919,3
44157,9
12810,4
1167,7
47340,9
47065,5
45907,8
12874,6
6163,9
18201,8
42362,9
31481,0
39592,8
11678,9
19682,0
7849,7
36403,8
28123,9
44746,0
46476,4
20604,8
20176,9
42422,9
38757,6
49393,8
15298,3
7197,7
47211,5
49106,2
19865,1
8557,6
29657,4
42835,8
46592,1
27411,7
6390,2
7462,0
7688,2
33435,5
18344,9
5111,2
43453,1
38389,2
10287,9
25177,0
3581,7
39964,1
22582,4
47272,7
20599,9
24140,8
29298,2
2025,3
45862,6
32985,6
10601,0
25692,4
24626,6
19437,5
26321,2
37350,3
22848,5
32742,9
38924,5
41449,7
48058,3
28121,3
8120,8
7316,6
7631,0
22763,1
42169,6
12580,4
27677,5
21648,9
44024,5
14489,7
45531,5
12514,5
8520,3
49581,6
16277,5
30441,5
3031,5
21920,5
7471,9
4866,1
12590,4
47639,1
10818,7
47806,8
47518,3
48019,3
1757,0
39039,1
10730,7
12084,4
17481,2
44223,5
17123,4
33363,0
33832,1
6441,7
48861,0
27379,6
8201,1
31135,6
24019,2
46039,9
40192,8
18545,0
20700,2
3483,1
43140,5
8453,0
15918,4
19957,4
7382,4
41049,6
20445,5
45762,5
28549,9
2357,9
16947,1
21575,9
30926,8
35500,3
34598,1
43063,5
11173,9
10731,3
7076,7
1637,6
30487,0
9912,3
47300,4
13720,8
9789,7
6535,4
49307,6
3067,8
44117,1
42326,9
18992,6
34931,5
35688,1
3589,6
4791,3
1389,1
3467,1
10792,6
38773,6
1925,4
38035,9
20165,9
12575,1
17093,0
1197,7
8092,2
33788,3
48755,8
1897,3
33637,9
1303,4
44379,6
18692,9
5375,6
19449,3
27601,1
2526,9
248,6
31843,4
10106,7
34833,5
36708,8
12245,9
11505,8
35496,8
42789,3
27476,2
21826,3
41904,9
10525,4
44080,1
32348,1
41551,2
20722,0
7660,0
36874,8
8779,1
4276,6
21421,5
14354,8
9042,1
19151,3
6438,9
4231,4
13605,7
37658,7
3878,9
14227,5
36328,7
12744,7
30880,3
49863,0
36410,2
13734,6
9326,8
39699,9
33987,2
33325,0
41870,6
45818,2
32647,1
3328,3
31875,5
7880,4
44480,2
49149,0
41501,5
27044,4
36110,6
1366,4
1434,0
38914,8
27696,2
13636,4
44796,7
2544,4
15091,2
19396,7
299,4
25433,9
49232,1
29602,9
91,3
7281,8
16741,5
39836,2
35715,3
1182,4
35822,5
4257,2
3087,3
41755,7
2516,5
10897,5
15177,5
13694,8
29745,7
10917,8
21199,1
2497,9
13573,6
38036,0
41301,4
36046,1
6308,0
49614,3
23686,6
3186,7
46200,0
15134,2
8792,4
28226,4
28307,2
21361,8
30653,3
42797,0
21853,4
15472,7
8068,4
5961,5
31274,1
37186,7
43978,3
47831,9
16027,8
32680,4
38544,8
32682,3
37242,9
41986,1
40821,7
22593,3
22703,7
24717,6
3673,2
31368,7
2923,8
49348,1
2509,5
16954,0
39452,6
31163,4
13584,3
38415,7
31288,1
41409,9
4137,4
39299,8
16852,5
609,8
45607,6
48511,6
37960,4
2202,2
41821,0
32976,5
14304,2
18926,1
12808,0
1224,5
9881,0
8070,8
25527,3
31470,4
44847,5
17209,1
22388,1
42855,9
8009,6
24914,5
29977,0
17117,2
42963,8
702,3
48230,6
46888,8
21627,1
33787,6
41433,1
44278,7
33546,3
41016,3
6800,7
20337,3
33897,1
30661,1
48316,8
677,4
43683,4
7907,0
19553,7
38865,6
8505,9
35493,2
2781,3
49811,7
1822,8
44158,1
37474,7
29567,3
12325,0
20582,6
20001,5
30517,0
4225,8
46075,6
38957,6
10689,0
20251,7
45185,8
22264,0
28446,7
21357,6
27017,4
1807,6
316,9
26825,9
24927,2
28948,2
47414,8
37810,7
18264,4
43558,9
3178,3
49265,6
1911,5
22649,8
13251,5
43827,3
38013,5
22782,7
12189,8
