cifar_index,label
22085,6
27619,3
44768,3
1716,7
11711,6
37963,4
33278,6
43068,1
32267,0
27440,0
14521,4
17483,4
49394,6
47200,2
20610,4
1776,7
22238,0
18659,0
38354,4
33083,2
2415,4
38898,0
33311,5
27510,1
12958,2
43922,3
39071,3
6978,5
4431,2
6950,4
20327,1
30889,5
28224,2
3657,9
30627,4
3176,4
34553,2
20474,0
46398,4
18462,3
45111,4
32383,7
11254,4
18894,5
33204,2
49662,9
4585,1
43789,1
22574,7
9719,7
8602,9
36741,9
5138,9
36158,1
43931,7
33760,8
28600,4
29306,9
1486,5
42034,7
3255,7
8983,6
38197,6
41031,4
22662,3
18019,9
9265,8
47809,6
9883,8
8741,0
22140,9
6122,1
4388,3
27160,9
16108,8
27706,0
19558,2
41971,0
38359,5
12214,6
47660,9
18226,9
23893,8
42805,1
11100,0
19252,5
41491,6
33822,2
11155,5
7638,6
2617,0
1406,4
14252,2
31184,8
20145,2
8819,2
8321,2
34007,5
23064,2
18960,3
31317,8
5196,1
35997,4
7444,0
37139,9
48476,0
37223,3
2952,8
43774,7
362,7
10319,5
1836,6
36781,3
28303,6
39450,9
49760,7
36062,6
49474,5
37645,2
18635,2
23864,1
18696,1
30568,7
47711,0
4109,2
14967,1
21331,1
40877,3
26691,9
45620,8
47063,8
20451,5
5106,3
7424,4
19470,9
13021,4
12136,4
46364,7
47151,1
8571,1
1251,1
39772,4
8608,7
19227,8
41238,0
38666,8
5710,7
20420,9
12338,2
39599,3
2525,3
43514,1
9535,1
24053,8
41543,8
27502,0
15834,3
26399,3
41569,3
21409,7
36693,0
6949,6
1672,9
33368,0
25530,2
45221,4
34324,6
10494,9
30750,1
37075,4
17182,7
39502,8
12596,6
826,8
20007,3
23428,1
17549,7
38427,5
43964,7
4181,6
20576,7
31646,5
40948,9
48596,7
26071,5
15907,2
17442,8
18263,1
41766,4
43852,5
48133,8
15815,5
37302,7
44400,4
19012,5
34136,3
23947,5
14869,4
7321,6
15022,8
18738,4
18420,6
30938,6
4525,2
48778,0
46841,3
49729,5
49982,3
2134,6
37978,0
22439,6
49904,9
3278,5
39689,3
11934,2
17246,8
44283,4
9392,1
1515,8
16273,3
673,2
28741,5
32206,0
48336,8
22110,3
41705,3
46460,4
5663,1
17086,2
43077,0
9972,8
43313,3
46846,6
3194,3
41324,0
24597,3
49064,9
17705,8
38465,4
20813,0
25587,2
48890,5
21644,6
15917,4
14369,8
25327,8
41139,5
49472,5
9990,9
23907,8
35281,0
12633,7
5831,1
45045,8
34109,0
32448,8
28047,5
5391,0
18256,6
21690,9
24245,9
18243,5
796,2
17540,3
48779,2
27711,5
27562,0
28885,4
41948,1
26052,5
38786,6
29252,1
21988,9
13753,6
14610,9
29744,1
30246,2
39224,6
1215,7
42263,9
3740,8
17735,2
18793,7
45279,4
24882,6
40698,9
46871,1
39681,3
31862,9
44111,7
6812,3
8593,7
41407,2
5486,4
42926,8
13447,2
20507,3
49372,8
6560,4
32604,2
34057,5
16717,9
22901,7
35270,6
23079,0
28661,5
31713,9
23309,4
34551,5
25712,0
38778,9
18815,5
35773,9
4602,8
46427,1
5227,4
30577,8
5782,7
26550,1
37572,2
5150,2
7792,0
41142,6
6514,8
5874,0
