cifar_index,label
22085,6
44768,3
1716,7
37963,4
32267,0
27440,0
17483,4
49394,6
20610,4
1776,7
18659,0
38354,4
33083,2
2415,4
33311,5
12958,2
43922,3
39071,3
4431,2
6950,4
20327,1
30889,5
28224,2
20474,0
46398,4
18462,3
45111,4
18894,5
49662,9
4585,1
43789,1
22574,7
9719,7
8602,9
36741,9
5138,9
36158,1
43931,7
28600,4
42034,7
3255,7
8983,6
38197,6
9265,8
47809,6
9883,8
8741,0
4388,3
27160,9
16108,8
41971,0
38359,5
12214,6
18226,9
23893,8
19252,5
41491,6
33822,2
11155,5
7638,6
1406,4
14252,2
20145,2
8819,2
8321,2
34007,5
23064,2
31317,8
35997,4
7444,0
37139,9
37223,3
2952,8
10319,5
1836,6
36781,3
28303,6
49760,7
36062,6
49474,5
30568,7
4109,2
26691,9
45620,8
47063,8
5106,3
7424,4
12136,4
8571,1
1251,1
39772,4
19227,8
41238,0
5710,7
39599,3
43514,1
9535,1
24053,8
41543,8
15834,3
21409,7
36693,0
6949,6
1672,9
25530,2
34324,6
10494,9
17182,7
12596,6
826,8
20007,3
23428,1
17549,7
38427,5
43964,7
20576,7
31646,5
40948,9
48596,7
26071,5
15907,2
41766,4
43852,5
15815,5
37302,7
44400,4
19012,5
34136,3
23947,5
14869,4
15022,8
18738,4
18420,6
30938,6
4525,2
48778,0
46841,3
49729,5
37978,0
22439,6
3278,5
39689,3
11934,2
44283,4
9392,1
1515,8
673,2
28741,5
22110,3
41705,3
5663,1
43077,0
9972,8
43313,3
46846,6
24597,3
49064,9
17705,8
38465,4
20813,0
25587,2
48890,5
21644,6
15917,4
25327,8
41139,5
9990,9
23907,8
45045,8
34109,0
32448,8
28047,5
5391,0
18256,6
17540,3
48779,2
27711,5
27562,0
28885,4
41948,1
38786,6
13753,6
14610,9
1215,7
3740,8
17735,2
45279,4
40698,9
39681,3
31862,9
44111,7
41407,2
42926,8
13447,2
49372,8
6560,4
32604,2
34057,5
16717,9
35270,6
23079,0
28661,5
31713,9
23309,4
25712,0
38778,9
18815,5
35773,9
4602,8
46427,1
30577,8
26550,1
37572,2
5150,2
5874,0
15066,9
39020,6
6886,2
39264,9
31174,9
47020,9
29249,2
10341,3
18587,5
14242,7
25184,3
6742,3
35540,8
42771,7
15682,3
24737,4
23585,7
29197,9
28053,9
44430,0
37548,3
23743,4
17551,9
3583,2
41394,3
32006,3
31725,8
8901,7
827,2
45887,5
36481,2
46498,8
29417,2
18252,9
48781,4
21968,9
16514,4
3406,8
43646,1
27876,3
35460,2
43632,4
2289,1
32036,2
11766,2
46516,2
26013,9
33581,4
13017,9
20239,8
41253,8
32779,7
22765,4
40083,9
31043,5
28297,1
43585,1
31589,7
42957,8
8487,4
16530,2
19999,5
38659,6
27441,3
10092,9
39855,9
27367,6
14905,4
16827,3
28162,3
39531,0
34524,5
24859,0
49214,6
30553,1
28800,8
1960,0
19891,9
7374,1
35897,9
35730,8
29810,3
11734,0
11434,3
45509,0
44874,7
12661,5
19737,2
2432,3
7494,9
6109,1
35669,3
35023,4
28883,0
41750,4
24046,4
41243,0
20059,5
4094,6
21136,7
32184,5
42970,3
40142,6
16801,0
11843,2
31614,2
39985,7
44180,8
43330,5
29720,6
32212,6
39021,3
28170,4
9530,6
45501,5
35461,9
37347,9
2797,8
19913,3
8112,2
17912,3
20791,7
8331,4
4975,8
23194,0
4488,6
24094,0
3015,5
26473,5
11719,6
46209,5
47309,2
46490,4
43995,6
17602,6
43377,9
21511,9
21963,7
8820,6
4038,2
47411,2
18661,2
42322,7
26626,3
45266,6
36252,0
15961,1
33950,0
12182,9
46939,3
41345,0
12522,4
28489,4
25015,5
1057,3
4638,9
32743,1
13079,8
31994,5
3352,0
44001,0
26610,9
46510,5
18111,3
14553,6
23455,4
27887,8
27551,9
37080,3
28415,9
22224,5
21779,4
26931,7
29893,0
1552,6
22229,5
45655,1
45240,8
10611,3
28071,9
30631,2
18610,6
34652,6
5053,3
