label,sentence,sample_index
3,"i want to MBA,I have financial problem,can any suggest to where i can satisfy by any good college.? ; my name is mohammed shakeel,from bangalore. ; Why you want to do MBA?\nWhy there is financial problem?\nWhy you want a good college?\nThink, with your available resources what you can do the best. All jobs are important if well done.",4
9,LIBERALS - what is the best thing about being us? ; What is the best thing about being a liberal? ; Welfare and not having to shave your armpits.,5
3,"Why is it that guys like girls for their body not their smarts or sensitivity? Guys please answer!? ; Why do guys watch porn and dumb stuff like that. It is to sexual ; You know the wrong men.  OR you are very young, & you need to worry about making yourself right while the guys your age grow up.\n\nMy husband desires my companionship & my love first, my body last.  If you want to attract men who will love you for YOU, first of all, dress the part.  If you value yourself for who you are & not what you look like, and you'll attract men who do, too.  If you are one of those young girls who flaunts her body because she thinks she has nothing else to offer -- you will only meet men who want your body.\n\nIf you dislike your body & you are shy because of this, you won't be attractive to anyone.  Work on yourself, love yourself, work on your confidence -- and you'll find a guy who values YOU.  Men love confidence!\n\nPut down those fashion mags & make yourself the best you can be.",7
1,"Marble Rollocoster? ; I am learning about Nutin's law an object going in a straight line will remain to until it is acted on. I am doing an obsticle corse for it in school, so does anyone know anything that will slow a marble down? ; A marble is a rolling mass.  The theory is that the marble rolls along and the area of the marble in contact with the surface it is rolling on is not slipping.\n\nAs the marble rolls along, the forces that act on it are \n\n1.  Gravity\n\n2.  Air resistance\n\nI recommend that you focus on gravity to create forces of predictable magnitude and direction.  You can use ramps and then apply Newton's laws and a little trig to calculate the force magnitudes and predict the motion of the marble. As long as you have a decent velocity without being too fast, air resistance will be negligible.\n\nI designed a simple track for you that you could make out of light plywood and some glue.\n\nThe track I propose will be a valley that is 2 meters long (a little over 6 feet) and 1/2 meter wide( 20 inches wide will give you some margin).  The valley sides are set at an angle of 30 degrees.  At one end of the valley at the top of the valley side set up a ramp that will inject a marble such that the direction of the velocity of the marble is straight with respect to the edge of the valley.  The height of the ramp will control the velocity of the.\n\nNow, consider a coordinate system that has x starting from the same end as the ramp and running parallel to the sides of the valley.  y is perpindicular to the sides of the valley.\n\nI created a variable, h, that is the vertical height of the starting end of the ramp with respect to the entry point of the marble.\nUsing conservation of energy, the velocity of the marble will be related through the equation:\n1/2*m*v^2=m*g*h\nv=sqrt(2*g*h)\n\nThe time it will take the marble to roll the length of the valley I set as t\nlength of the valley is 2m\nso 2m=v*t\nt=2/sqrt(2*g*h)\n\nWhen the marble enters the top edge of the valley it will have a velocity in the x direction of v as derived above.  This is your constant velocity since the only forces that will act on the marble in the x direction is air resistance, which we will assume to be negligible.\nSince the marble enters the valley near the top edge, it will be acted on by gravity to pull it down the edge.  If you have the marble enter the ramp at exactly .25m from the center, it reach the center of the ramp in time t'\nwhere \n.25=1/2*g*cos(30)*t'^2\nor t'=sqrt(.5/(g*cos(30))\n\nI thought it would be fun to consider an experiment where you control how many times the marble rolls across the center of the valley before exiting at the other end.\nThis I set as N\nNote that t/t'=N\nN=(2/sqrt(2*g*h))/sqrt(.5/(g*cos(30))\nN=2*sqrt(g*cos(30))/sqrt(2*g*h*.5)\nN=2*sqrt(cos(30)/h)\n\nThen I thought that it would be fun to set up an equation where we decide how many Ns we want according to how high we set the end of the ramp.  Sound like fun?\n\nN^2=4*cos(30)/h\nh=4*cos(30)/N^2\n(h is in units of meters)\nN   h(m)   h(inches)\n3    .385    15.15\n4    .0771   3.04\n\n\nHave fun.\n\nj",9
4,"i copy a lot from cd to cd. i find that writing  begins at a good rate, then slows? ; or comes to a near halt. i have lots of memory available, no apparent bugs in my system. is it time for a new burner? could it be a prob w/ my nero burning program . please help a total pc rookie! ; Try defraging your computer: Start button- Programs- Accessories- System tools - Disk defragmenter. \n\nYou files may be broken up all over your hard drive and it has to look over your whole hard drive to find the last files, that is what may be causing the slowdown, or you have things running in the background of windows that suddenly needed memory causing it slow down. Press ctrl+ alt + delete and if you have XP you will see a tab on the task manager for performance, have a look at that next time you burn, see if anything spikes.",10
4,how do you change to wireless? ; i have wireeless connection in my house but this  computer will only work on the old connection how do i change it ; Use a wireless router and use a wireless card in your PC. It will work.,12
5,"Any results on ufc spike tv? ; Want to bet my friends ?Be nice to know where to put my $$$ on the winner ; Lutter totally imposed his gameplan on Patrick Cote, took him down as Cote attempted a to stand back up Lutter caught him in an armbar. \n\nMatt Sera won a decision over Chris Lytle, I think Lytle fought well but matt was constantly the agressor dispite the fact the Lytle (the striker) constantly stuffed his jui-jitsu attempts that would have smothered a lesser opponent, it was a decision surrounded by contraversy as serra was booed constantly during the trophy presentation and even had the balls to call the current Welterweight Champion Matt Hughes a ""Fu.cking D.ckhead"". \n\nJorge Rivera mounted an excellent standup offense forcing Edwin ""Bam Bam"" Deewees into the cage taking punishment and although he took very little if any actual damage he made no attempt to be offensive or even better his position forcing the referee to end the fight\n\nThales Leites faced Martin Kampmann. Heavily hyped fighters can have a huge impact on the sport (Anderson Silva), while others are just that... hype (Sean Gannon). Thales Leites had quite a bit of hype coming into his bout with Martin Kampmann, but the Brazilian was unable to live up to the fans' anticipation after gassing out late in the first round and getting knocked around for the remainder of the fight. Kampmann looked very good with his stand-up, and to Leites credit, he withstood a world of punishment in the second and third rounds without being finished. At the end of the day, Martin Kampmann is the fighter walking out still undefeated in the UFC, while Leites heads back to Brazil to figure out what went wrong.\n \nIn what was one of the most exciting fights in recent UFC history, Scott “Hands of Steel” Smith squared off with his good friend from the show, Pete “Drago” Sell. This fight was taped as a preliminary bout earlier in the night and aired during the Spike TV broadcast. \n\nOn paper, it seemed like Sell would want to take the fight to the ground, where he would have the advantage over Smith, but it was much the opposite as these two threw everything, including the kitchen sink, at each other while standing up. They both smiled continuously as they pounded on one another and at the end of the first round, they hugged and almost looked like they were going to the same corner after the round. The second round saw much of the same but with a couple of minutes remaining, Pete Sell landed a very big shot to Scott Smith’s ribs, causing him to buckle and stumble towards the corner. Just as Smith fell to one knee and “Drago” moved in for the kill, the former WEC Light Heavyweight Champion mustered just enough strength to throw one more punch, and in dramatic fashion he absolutely floored Sell with the shot. Just barely having the strength to jump up and finish the fight, Smith instantly crumbled afterwards, holding his stomach in obvious pain. There’s not much of a chance that the UFC won't bring back both of these fighters after what has to be considered fight of the night.\n\nAlso, Rich “No Love” Clementi and Din Thomas put on an action packed fight, as the 155-pound fighters usually seem to do. The fight remained standing for a big part of the first round with Clementi throwing heavy shots but Thomas was the definitively better striker, landing the crisper punches throughout. \n\nIn the 2nd round, the action was moving at a feverish pace and Thomas was able to truly display how much his stand-up game has advanced when he picked Clementi apart. After a few heavy shots, Thomas moved to take Clementi’s back, where he secured a rear naked choke, forcing the submission and getting the win. Din Thomas is just another very dangerous opponent in an already stacked UFC lightweight division, but he made no bones about who he wants next when he called out UFC Lightweight Champion Sean Sherk, saying that Sherk had his title.",13
8,hlp me plz? ; wat should you do if you like somebody but when they liked you.. yo didnt lik them but now you have feelings for them and there not textin you back or noth? ; i dont know,14
4,"How can I post a url link to my blog under my most popular videos on Dailymotion.com??? ; Do I have to use some specific html language or anything like that? ; yes\n\n<a href=""the url to where you want it to go here"">what you want the link to say here</a>",17
9,Will immigration slow down if Americans stop bragging about how much rights we enjoy? ; Maybe when Bush apply more restrictive 'laws' immigrants will go to Canada instead. ; Bush and his rich business tycoon friends don't want to lose their cheap labor.,18
2,"about infasema? ; how a doctor determains that you have it?\nwhat steps you take? ; In emphysema, lung tissue and the tiny air sacs (alveoli) at the end of the airways in the lungs are damaged. When these tiny air sacs are damaged, air is trapped in the lungs. This leads to shortness of breath. \nDiagnosis is by physical examination.\nSee the link below for lots more info :D",20
0,"6 MEN . we give 6 men , same quantity of land , we ask them to seed it . after 6 years what we will find ? ; I ask any one of you to use his imagination .\nI give you 2 weeks to think about it . ; evidence of competent fertilization",21
1,what kind of internal and external is??? ; (A) External Fertilization (B) Internal Fertilization (C) External Development (D) Internal Development\nChoose from here\n1. Amniotic egg \n2. Puched Mammals \n3. Metamorphosis \n4. Gametes are released into enviroment \n5. Placenta \n6. Gametes are releaded in high numbers \n7. Gametes are protected by mother's body ; Am I doing your homework for you?\n1. A and B\n2. B and C\n3. C\n4. A\n5. B and D\n6. A\n7. B,22
5,"looking for this video? ; Anyone know where to find the video referenced in this article?\n\nhttp://sports.yahoo.com/nascar/news;_ylt=AruNUMoZ4HxJPlnIQkfDOiXov7YF?slug=ap-nascar-inthepits&prov=ap&type=lgns ; I've been looking too, hope to get back to you.\n\nGood job SJ_Girl!!",23
0,"How does a wiccan choose their pantheon? ; I need help choosing a pantheon of gods and goddesses! How does someone studying to practice The Craft choose one? Is it even necessary?  My big thing is that I like some of the Roman dietes, the Greek dietes, and Egyptian dietes, but I read somewhere that one should not mix pantheons. Is this true? ; I think it's a matter of personal preference. I know many Pagans who don't choose specific deities and others who do. Personally, I worship Bast as my patron Goddess simply because, in most things, she most closely represents my personal beliefs and preferences. That doesn't mean that I haven't asked for assistance from others, or paid them tribute, at different times. I tend to think of the Green Man as my patron God just because it feels right, and I find that a lot of the time you should end up doing what feels right. I don't think it's something you should worry too much about since most Pagans believe that all of the Gods are aspects of the same, and all the Goddesses aspects of the same. For that matter, most Pagans tend to believe that they are all aspects of the same deity and we simply think of a male and female being because it's easier for us to comprehend that way. So do what's right for you. Pick a pantheon, don't pick one, mix pantheons... They'll be there for you regardless.",25
9,"my file to remove conditional green card has been denied, what are the deportation laws concerning this.? ; i am currently married to a u.s. citizen and living in u.s. with a conditional green card.  i filed papers to remove my conditions  on my green card and it have been denied.  i am currently in review for deportation.  what are my legal rights, and how will immigration laws effect my return to the u.s. in 6months. ; Look, you've been farting around for six months, now you post here.  I've got an idea...... Consult with an attorney who specializes in immigration matters.  You really need one, believe me.",26
2,"i can't sleep at night i don't drink caffine though.? ; I'm 12 and i want my sleep! i want to grow :) but i CAN'T SLEEP. i feel uncomfortable and my heart rate goes fast and i breathe hard it bothers me so much. whats wrong with me? does fast metabolism cause this? ; Your metabolism determines how much energy you expend while at rest; it does not determine how well you sleep.\n\nI'll give you some pointers on getting a better night's sleep. If these ""sleep hygiene"" tips don't work, you may wish to consult a doctor.\n\n1. Avoid caffeine. It sounds like you're already doing this, so good for you! (I'm posting this advice anyway in case others are having similar problems.) Also avoid smoking (as nicotine is a stimulant) and drinking alcohol (which interferes with natural sleep) before bedtime.\n\n2. Try to go to bed and get up the same time each day, even if you don't have to (e.g., on weekends). This will help your body establish a stable sleep schedule.\n\n3. Turn the lights down about an hour before your bedtime. Light sends signals to your brain that it should be awake, and this is not the message you want to send if you want some sleep!\n\n4. Exercise regularly! But avoid exercising a few hours before your bedtime.\n\n5. Take a warm bath or shower before bed. This will help relax you.\n\n6. Drink milk shortly before bedtime, or eat some turkey. Both of these foods contain substances that help promote sleep. Some people have reported success with taking melatonin.\n\n7. Do not use your bed to watch TV, play video games, read, or do your homework. You want your brain to associate being in bed with going to sleep, not other activities.\n\n8. If you find you cannot sleep, don't stay in bed and get anxious about how much sleep you're missing. Instead, get up, and find some relaxing activity you can do (e.g., reading) under dim light until you begin to feel drowsy again.\n\n9. Be careful about taking sleep-inducing medications, as these can be habit-forming and also interfere with the REM (dream) phase of sleep, which is the most refreshing part of sleep.\n\nGood luck!",27
