label,sentence,sample_index
4,"i copy a lot from cd to cd. i find that writing  begins at a good rate, then slows? ; or comes to a near halt. i have lots of memory available, no apparent bugs in my system. is it time for a new burner? could it be a prob w/ my nero burning program . please help a total pc rookie! ; Try defraging your computer: Start button- Programs- Accessories- System tools - Disk defragmenter. \n\nYou files may be broken up all over your hard drive and it has to look over your whole hard drive to find the last files, that is what may be causing the slowdown, or you have things running in the background of windows that suddenly needed memory causing it slow down. Press ctrl+ alt + delete and if you have XP you will see a tab on the task manager for performance, have a look at that next time you burn, see if anything spikes.",10
5,"Any results on ufc spike tv? ; Want to bet my friends ?Be nice to know where to put my $$$ on the winner ; Lutter totally imposed his gameplan on Patrick Cote, took him down as Cote attempted a to stand back up Lutter caught him in an armbar. \n\nMatt Sera won a decision over Chris Lytle, I think Lytle fought well but matt was constantly the agressor dispite the fact the Lytle (the striker) constantly stuffed his jui-jitsu attempts that would have smothered a lesser opponent, it was a decision surrounded by contraversy as serra was booed constantly during the trophy presentation and even had the balls to call the current Welterweight Champion Matt Hughes a ""Fu.cking D.ckhead"". \n\nJorge Rivera mounted an excellent standup offense forcing Edwin ""Bam Bam"" Deewees into the cage taking punishment and although he took very little if any actual damage he made no attempt to be offensive or even better his position forcing the referee to end the fight\n\nThales Leites faced Martin Kampmann. Heavily hyped fighters can have a huge impact on the sport (Anderson Silva), while others are just that... hype (Sean Gannon). Thales Leites had quite a bit of hype coming into his bout with Martin Kampmann, but the Brazilian was unable to live up to the fans' anticipation after gassing out late in the first round and getting knocked around for the remainder of the fight. Kampmann looked very good with his stand-up, and to Leites credit, he withstood a world of punishment in the second and third rounds without being finished. At the end of the day, Martin Kampmann is the fighter walking out still undefeated in the UFC, while Leites heads back to Brazil to figure out what went wrong.\n \nIn what was one of the most exciting fights in recent UFC history, Scott “Hands of Steel” Smith squared off with his good friend from the show, Pete “Drago” Sell. This fight was taped as a preliminary bout earlier in the night and aired during the Spike TV broadcast. \n\nOn paper, it seemed like Sell would want to take the fight to the ground, where he would have the advantage over Smith, but it was much the opposite as these two threw everything, including the kitchen sink, at each other while standing up. They both smiled continuously as they pounded on one another and at the end of the first round, they hugged and almost looked like they were going to the same corner after the round. The second round saw much of the same but with a couple of minutes remaining, Pete Sell landed a very big shot to Scott Smith’s ribs, causing him to buckle and stumble towards the corner. Just as Smith fell to one knee and “Drago” moved in for the kill, the former WEC Light Heavyweight Champion mustered just enough strength to throw one more punch, and in dramatic fashion he absolutely floored Sell with the shot. Just barely having the strength to jump up and finish the fight, Smith instantly crumbled afterwards, holding his stomach in obvious pain. There’s not much of a chance that the UFC won't bring back both of these fighters after what has to be considered fight of the night.\n\nAlso, Rich “No Love” Clementi and Din Thomas put on an action packed fight, as the 155-pound fighters usually seem to do. The fight remained standing for a big part of the first round with Clementi throwing heavy shots but Thomas was the definitively better striker, landing the crisper punches throughout. \n\nIn the 2nd round, the action was moving at a feverish pace and Thomas was able to truly display how much his stand-up game has advanced when he picked Clementi apart. After a few heavy shots, Thomas moved to take Clementi’s back, where he secured a rear naked choke, forcing the submission and getting the win. Din Thomas is just another very dangerous opponent in an already stacked UFC lightweight division, but he made no bones about who he wants next when he called out UFC Lightweight Champion Sean Sherk, saying that Sherk had his title.",13
9,Will immigration slow down if Americans stop bragging about how much rights we enjoy? ; Maybe when Bush apply more restrictive 'laws' immigrants will go to Canada instead. ; Bush and his rich business tycoon friends don't want to lose their cheap labor.,18
5,"looking for this video? ; Anyone know where to find the video referenced in this article?\n\nhttp://sports.yahoo.com/nascar/news;_ylt=AruNUMoZ4HxJPlnIQkfDOiXov7YF?slug=ap-nascar-inthepits&prov=ap&type=lgns ; I've been looking too, hope to get back to you.\n\nGood job SJ_Girl!!",23
4,"iexplore exe as system when window startup? ; When I startup my windowXP, Internet explore always preload in memory as SYSTEM user. I cannot terminate the process because it will auto restart as SYSTEM again. HOW to fix this? ; Not knowing what version of Windows you are using. Explorer uses IE to open up folders. that could be what you're seeing.",37
5,"Who hates the colts? ; Tell me how much you hate the colts as much as i do! I hope peyton Manning gets hit so hard he ends up like rothlisburger! ; I just answered a question from a Colt loving fan.\nI despise the Colts, but let me give you some real reasons.\n\n*Their scum owner stole the team away from Baltimore in the middle of the night.\n*They play in a dome\n*Indy is a great basketball town. I went to a Colts game before. Their fans don't know much about football.\n*Indy is an ugly, boring, hick town. \n*Dungy loses the big games.\n*Manning loses the big games.\n*They don't honor the Balt Colts players or records\n*I look forward to seeing Manning choke in the playoffs again!",38
9,"Can John Kerry keep his freaking mouth shut, a week before the election? ; I don't think his remark will hurt the democrats in the election, most people already have their minds made up.  But he is probably done with any future national office! ; I think he really screwed up here.  What he did is a career ender, no matter what party it came from.  Lets face it, the Republicans weren't/aren't doing much to help their standing, but thanks to Mr. Kerry (which he will remain, Mr. that is) they didn't need to.  Now they need to run with it.  \n\nAlso, this thing with Kerry refusing to appologize to the troops and the military, I guess he wants to take the express train out D.C.  I didn't vote for him to 2004, and if he thinkns that he's going to get any votes in 2008, he's nuts!!  The military is one of those things that you just don't mess with.  The American People may not stand behind the leaders of the Military, but they do stand behind the troops.  After all, the troops are our Sons and Daughters.  Some of the smartest people in the nation work in and with the military.  By insulting the people who are defending our freedom, Kerry has doomed himself to an eternity of nothing.",49
4,"what is jiugs.exe? ; jiugs.exe keeps coming up when i do a spyware scan. ; I can't find anything about jiugs.exe on the internet.\n\nWhat are the details that your spyware program give?\n\nTry alternate spyware programs to see if they find this.\n\nLastly, a riskier option is that you can create a backup somewhere and then treat the spyware and see if you system is affected.\n\nif not, then you know you are safe.",62
5,"What are set-pieces in football? ; england manager Sven said that in the match against sweden,  they did not defend well against set pieces. what or who are set pieces? ; Football is a continuous flowing game i.e. the ball is always being kicked and moved around. However, there are situations when the ball is stopped and one player has time to kick it by himself (usually when there is a foul, offside or the ball crosses the line). Example: Free-kick, Corner-kick, Goal-kick, Throw-in etc. are types of set-pieces.",65
5,"Is the 2006 World Cup your first time watching soccer? ; If the World Cup is your first time watching soccer what do you think of it? What impresses you the most about the games and will you continue watching soccer once the World cup is over? ; No!  I have been watching the World Cup since 1990.  I went to the World Cup when the finals were at the Rose Bowl in Pasadena.  Sat in the second row, 50 yard line.  It's been an up and down of emotions these past years.  The thing that impresses me the most is the competition of teams when they play.  Each country does not want to let their country down by losing so they play hard.  I hope Ronaldo gets to play the next game for Brazil.  What do you think of the USA's opening game this past Monday?  Yes, I will keep watching the World Cup.  I have been playing soccer since 5 yrs. old.",90
5,"Tomas Sivok? ; He any good?? Celtic are interested in him ; Tomáš Sivok was born on September 15, 1983. He is of Czech Republic nationality and currently plays for AC Sparta Praha as a midfielder. He was fromally the captain of his country's national U21 side, and was linked to a transfer to AC Milan. However, in 2005, he got a serious knee injury which limited his progress to a bigger club. He is a talented czech player, so it is no wonder Celtic are interested in him",94
4,"is there a way to burn a bit torrent file onto a blank cd? ; ok so i have a bit torrent file on my u torrent 1.4 thing. and now it takes up quite a bit of space. so i was wundering if there was a way to put that movie onto a black disc. but i need it only for movies. ; A torrent file is actually a tiny file that allows you to download something else from the network. The file that you want to burn isn't a torrent file, but a video file of some sort. (avi, mpg, mov, etc.) As long as that video is less than 700 megabytes (the maximum capacity of a CDR) then you can burn it just like any other data file.",116
