label,sentence,sample_index
2,"How old are U what  is your gender and at what age you would like to die at, and what is your stand for that? ; I am 32 Male and I would like to die at when I will be at the age of 60 or whenever I will be surrounded by the painful diseases. ; 27/f  I work in the medical field (nursing home) so for ME I would not want to live past 70 inless I still have controll over my body and mind and I would rather have someone kill me then put me in a nursing home !!!",1
3,"i want to MBA,I have financial problem,can any suggest to where i can satisfy by any good college.? ; my name is mohammed shakeel,from bangalore. ; Why you want to do MBA?\nWhy there is financial problem?\nWhy you want a good college?\nThink, with your available resources what you can do the best. All jobs are important if well done.",4
9,LIBERALS - what is the best thing about being us? ; What is the best thing about being a liberal? ; Welfare and not having to shave your armpits.,5
1,"Marble Rollocoster? ; I am learning about Nutin's law an object going in a straight line will remain to until it is acted on. I am doing an obsticle corse for it in school, so does anyone know anything that will slow a marble down? ; A marble is a rolling mass.  The theory is that the marble rolls along and the area of the marble in contact with the surface it is rolling on is not slipping.\n\nAs the marble rolls along, the forces that act on it are \n\n1.  Gravity\n\n2.  Air resistance\n\nI recommend that you focus on gravity to create forces of predictable magnitude and direction.  You can use ramps and then apply Newton's laws and a little trig to calculate the force magnitudes and predict the motion of the marble. As long as you have a decent velocity without being too fast, air resistance will be negligible.\n\nI designed a simple track for you that you could make out of light plywood and some glue.\n\nThe track I propose will be a valley that is 2 meters long (a little over 6 feet) and 1/2 meter wide( 20 inches wide will give you some margin).  The valley sides are set at an angle of 30 degrees.  At one end of the valley at the top of the valley side set up a ramp that will inject a marble such that the direction of the velocity of the marble is straight with respect to the edge of the valley.  The height of the ramp will control the velocity of the.\n\nNow, consider a coordinate system that has x starting from the same end as the ramp and running parallel to the sides of the valley.  y is perpindicular to the sides of the valley.\n\nI created a variable, h, that is the vertical height of the starting end of the ramp with respect to the entry point of the marble.\nUsing conservation of energy, the velocity of the marble will be related through the equation:\n1/2*m*v^2=m*g*h\nv=sqrt(2*g*h)\n\nThe time it will take the marble to roll the length of the valley I set as t\nlength of the valley is 2m\nso 2m=v*t\nt=2/sqrt(2*g*h)\n\nWhen the marble enters the top edge of the valley it will have a velocity in the x direction of v as derived above.  This is your constant velocity since the only forces that will act on the marble in the x direction is air resistance, which we will assume to be negligible.\nSince the marble enters the valley near the top edge, it will be acted on by gravity to pull it down the edge.  If you have the marble enter the ramp at exactly .25m from the center, it reach the center of the ramp in time t'\nwhere \n.25=1/2*g*cos(30)*t'^2\nor t'=sqrt(.5/(g*cos(30))\n\nI thought it would be fun to consider an experiment where you control how many times the marble rolls across the center of the valley before exiting at the other end.\nThis I set as N\nNote that t/t'=N\nN=(2/sqrt(2*g*h))/sqrt(.5/(g*cos(30))\nN=2*sqrt(g*cos(30))/sqrt(2*g*h*.5)\nN=2*sqrt(cos(30)/h)\n\nThen I thought that it would be fun to set up an equation where we decide how many Ns we want according to how high we set the end of the ramp.  Sound like fun?\n\nN^2=4*cos(30)/h\nh=4*cos(30)/N^2\n(h is in units of meters)\nN   h(m)   h(inches)\n3    .385    15.15\n4    .0771   3.04\n\n\nHave fun.\n\nj",9
4,how Kan me help to tech computer.en also English? ; I  dont have goed voise with Yahoo massenger.En i kan not goed English ; Your question is a little unclear...can you elaborate as to exactly what your looking for?,11
5,"Any results on ufc spike tv? ; Want to bet my friends ?Be nice to know where to put my $$$ on the winner ; Lutter totally imposed his gameplan on Patrick Cote, took him down as Cote attempted a to stand back up Lutter caught him in an armbar. \n\nMatt Sera won a decision over Chris Lytle, I think Lytle fought well but matt was constantly the agressor dispite the fact the Lytle (the striker) constantly stuffed his jui-jitsu attempts that would have smothered a lesser opponent, it was a decision surrounded by contraversy as serra was booed constantly during the trophy presentation and even had the balls to call the current Welterweight Champion Matt Hughes a ""Fu.cking D.ckhead"". \n\nJorge Rivera mounted an excellent standup offense forcing Edwin ""Bam Bam"" Deewees into the cage taking punishment and although he took very little if any actual damage he made no attempt to be offensive or even better his position forcing the referee to end the fight\n\nThales Leites faced Martin Kampmann. Heavily hyped fighters can have a huge impact on the sport (Anderson Silva), while others are just that... hype (Sean Gannon). Thales Leites had quite a bit of hype coming into his bout with Martin Kampmann, but the Brazilian was unable to live up to the fans' anticipation after gassing out late in the first round and getting knocked around for the remainder of the fight. Kampmann looked very good with his stand-up, and to Leites credit, he withstood a world of punishment in the second and third rounds without being finished. At the end of the day, Martin Kampmann is the fighter walking out still undefeated in the UFC, while Leites heads back to Brazil to figure out what went wrong.\n \nIn what was one of the most exciting fights in recent UFC history, Scott “Hands of Steel” Smith squared off with his good friend from the show, Pete “Drago” Sell. This fight was taped as a preliminary bout earlier in the night and aired during the Spike TV broadcast. \n\nOn paper, it seemed like Sell would want to take the fight to the ground, where he would have the advantage over Smith, but it was much the opposite as these two threw everything, including the kitchen sink, at each other while standing up. They both smiled continuously as they pounded on one another and at the end of the first round, they hugged and almost looked like they were going to the same corner after the round. The second round saw much of the same but with a couple of minutes remaining, Pete Sell landed a very big shot to Scott Smith’s ribs, causing him to buckle and stumble towards the corner. Just as Smith fell to one knee and “Drago” moved in for the kill, the former WEC Light Heavyweight Champion mustered just enough strength to throw one more punch, and in dramatic fashion he absolutely floored Sell with the shot. Just barely having the strength to jump up and finish the fight, Smith instantly crumbled afterwards, holding his stomach in obvious pain. There’s not much of a chance that the UFC won't bring back both of these fighters after what has to be considered fight of the night.\n\nAlso, Rich “No Love” Clementi and Din Thomas put on an action packed fight, as the 155-pound fighters usually seem to do. The fight remained standing for a big part of the first round with Clementi throwing heavy shots but Thomas was the definitively better striker, landing the crisper punches throughout. \n\nIn the 2nd round, the action was moving at a feverish pace and Thomas was able to truly display how much his stand-up game has advanced when he picked Clementi apart. After a few heavy shots, Thomas moved to take Clementi’s back, where he secured a rear naked choke, forcing the submission and getting the win. Din Thomas is just another very dangerous opponent in an already stacked UFC lightweight division, but he made no bones about who he wants next when he called out UFC Lightweight Champion Sean Sherk, saying that Sherk had his title.",13
0,"6 MEN . we give 6 men , same quantity of land , we ask them to seed it . after 6 years what we will find ? ; I ask any one of you to use his imagination .\nI give you 2 weeks to think about it . ; evidence of competent fertilization",21
5,"Who hates the colts? ; Tell me how much you hate the colts as much as i do! I hope peyton Manning gets hit so hard he ends up like rothlisburger! ; I just answered a question from a Colt loving fan.\nI despise the Colts, but let me give you some real reasons.\n\n*Their scum owner stole the team away from Baltimore in the middle of the night.\n*They play in a dome\n*Indy is a great basketball town. I went to a Colts game before. Their fans don't know much about football.\n*Indy is an ugly, boring, hick town. \n*Dungy loses the big games.\n*Manning loses the big games.\n*They don't honor the Balt Colts players or records\n*I look forward to seeing Manning choke in the playoffs again!",38
5,"Which college football team will wimp out this year? ; Last year, Tennessee was rated highly in the pre-season polls and didn't even get into a bowl, they were so lame.  Which team (or teams) will be the lame gimps who are rated highly but then crash and burn?  If I had to guess, my choices will be Notre Dame, Ohio State, USC and Alabama.  These teams will be so wimpy that the cheerleaders would probably play better and harder than the so-called players.  All the coaches involved are overrated, the programs are overrated, and the players are overrated.  Bring the tissues, there will be a lot of crying come bowl time! ; First of all..those of you that think USC is gonna fall no NOTHING about College ball. Carroll and crew have brought in the 3RD straight #1 class of freshman and a QB(John David Booty) that can do the job. Also the Pac-10 is SUPER-SOFT. Anywho Notre Dame has the most hurdles Michigan, AT USC, a VERY good Purdue team and some other things that could trip them up. From what my crystal ball sees..The 'canes will have a Mountain of problems again this year..sorry no ACC crown for you and Texas will take the BIGGEST dive, let's face it Vince Young WAS Texas and without him USC would have lifted ANOTHER crystal football. Also for Texas..guess what OKLAHOMA has returned!! and unless there wounded will beat up on the 'horns in the red river shoot-out. Alabama..well in the SEC you never can tell...Auburn,LSU and Georgia(my boys) are all reloading and Ole miss and Miss. St. are trying to put teams together, toss So.Carolina,Tennesse and Florida into that and you have one helluva conference. 'Bama will be good enough to in the SEC West but not Good enough to Beat the Gators for the big prize..but, if Georgia's Defense does what it can Florida may not be in that game..??? We shall see. But either Texas or Miami(Fla.) will be the biggest disappointment..no doubt. USC..will finish Top 5, Love'em or Hate'em they are a power and that's that!!\n\n The Dr.",54
1,"How do you conceive a fraternal twin? ; i am just wondering, maybe, there is something that can be done, a sort of preparation for a woman (who wants to be impregnated) to have fraternal twins. ; Fertility treatments that promote ovulation may lead to multiple births.",55
