label,sentence,sample_index
2,"How old are U what  is your gender and at what age you would like to die at, and what is your stand for that? ; I am 32 Male and I would like to die at when I will be at the age of 60 or whenever I will be surrounded by the painful diseases. ; 27/f  I work in the medical field (nursing home) so for ME I would not want to live past 70 inless I still have controll over my body and mind and I would rather have someone kill me then put me in a nursing home !!!",1
3,"i want to MBA,I have financial problem,can any suggest to where i can satisfy by any good college.? ; my name is mohammed shakeel,from bangalore. ; Why you want to do MBA?\nWhy there is financial problem?\nWhy you want a good college?\nThink, with your available resources what you can do the best. All jobs are important if well done.",4
9,LIBERALS - what is the best thing about being us? ; What is the best thing about being a liberal? ; Welfare and not having to shave your armpits.,5
3,"Why is it that guys like girls for their body not their smarts or sensitivity? Guys please answer!? ; Why do guys watch porn and dumb stuff like that. It is to sexual ; You know the wrong men.  OR you are very young, & you need to worry about making yourself right while the guys your age grow up.\n\nMy husband desires my companionship & my love first, my body last.  If you want to attract men who will love you for YOU, first of all, dress the part.  If you value yourself for who you are & not what you look like, and you'll attract men who do, too.  If you are one of those young girls who flaunts her body because she thinks she has nothing else to offer -- you will only meet men who want your body.\n\nIf you dislike your body & you are shy because of this, you won't be attractive to anyone.  Work on yourself, love yourself, work on your confidence -- and you'll find a guy who values YOU.  Men love confidence!\n\nPut down those fashion mags & make yourself the best you can be.",7
1,"Marble Rollocoster? ; I am learning about Nutin's law an object going in a straight line will remain to until it is acted on. I am doing an obsticle corse for it in school, so does anyone know anything that will slow a marble down? ; A marble is a rolling mass.  The theory is that the marble rolls along and the area of the marble in contact with the surface it is rolling on is not slipping.\n\nAs the marble rolls along, the forces that act on it are \n\n1.  Gravity\n\n2.  Air resistance\n\nI recommend that you focus on gravity to create forces of predictable magnitude and direction.  You can use ramps and then apply Newton's laws and a little trig to calculate the force magnitudes and predict the motion of the marble. As long as you have a decent velocity without being too fast, air resistance will be negligible.\n\nI designed a simple track for you that you could make out of light plywood and some glue.\n\nThe track I propose will be a valley that is 2 meters long (a little over 6 feet) and 1/2 meter wide( 20 inches wide will give you some margin).  The valley sides are set at an angle of 30 degrees.  At one end of the valley at the top of the valley side set up a ramp that will inject a marble such that the direction of the velocity of the marble is straight with respect to the edge of the valley.  The height of the ramp will control the velocity of the.\n\nNow, consider a coordinate system that has x starting from the same end as the ramp and running parallel to the sides of the valley.  y is perpindicular to the sides of the valley.\n\nI created a variable, h, that is the vertical height of the starting end of the ramp with respect to the entry point of the marble.\nUsing conservation of energy, the velocity of the marble will be related through the equation:\n1/2*m*v^2=m*g*h\nv=sqrt(2*g*h)\n\nThe time it will take the marble to roll the length of the valley I set as t\nlength of the valley is 2m\nso 2m=v*t\nt=2/sqrt(2*g*h)\n\nWhen the marble enters the top edge of the valley it will have a velocity in the x direction of v as derived above.  This is your constant velocity since the only forces that will act on the marble in the x direction is air resistance, which we will assume to be negligible.\nSince the marble enters the valley near the top edge, it will be acted on by gravity to pull it down the edge.  If you have the marble enter the ramp at exactly .25m from the center, it reach the center of the ramp in time t'\nwhere \n.25=1/2*g*cos(30)*t'^2\nor t'=sqrt(.5/(g*cos(30))\n\nI thought it would be fun to consider an experiment where you control how many times the marble rolls across the center of the valley before exiting at the other end.\nThis I set as N\nNote that t/t'=N\nN=(2/sqrt(2*g*h))/sqrt(.5/(g*cos(30))\nN=2*sqrt(g*cos(30))/sqrt(2*g*h*.5)\nN=2*sqrt(cos(30)/h)\n\nThen I thought that it would be fun to set up an equation where we decide how many Ns we want according to how high we set the end of the ramp.  Sound like fun?\n\nN^2=4*cos(30)/h\nh=4*cos(30)/N^2\n(h is in units of meters)\nN   h(m)   h(inches)\n3    .385    15.15\n4    .0771   3.04\n\n\nHave fun.\n\nj",9
4,how Kan me help to tech computer.en also English? ; I  dont have goed voise with Yahoo massenger.En i kan not goed English ; Your question is a little unclear...can you elaborate as to exactly what your looking for?,11
5,"Any results on ufc spike tv? ; Want to bet my friends ?Be nice to know where to put my $$$ on the winner ; Lutter totally imposed his gameplan on Patrick Cote, took him down as Cote attempted a to stand back up Lutter caught him in an armbar. \n\nMatt Sera won a decision over Chris Lytle, I think Lytle fought well but matt was constantly the agressor dispite the fact the Lytle (the striker) constantly stuffed his jui-jitsu attempts that would have smothered a lesser opponent, it was a decision surrounded by contraversy as serra was booed constantly during the trophy presentation and even had the balls to call the current Welterweight Champion Matt Hughes a ""Fu.cking D.ckhead"". \n\nJorge Rivera mounted an excellent standup offense forcing Edwin ""Bam Bam"" Deewees into the cage taking punishment and although he took very little if any actual damage he made no attempt to be offensive or even better his position forcing the referee to end the fight\n\nThales Leites faced Martin Kampmann. Heavily hyped fighters can have a huge impact on the sport (Anderson Silva), while others are just that... hype (Sean Gannon). Thales Leites had quite a bit of hype coming into his bout with Martin Kampmann, but the Brazilian was unable to live up to the fans' anticipation after gassing out late in the first round and getting knocked around for the remainder of the fight. Kampmann looked very good with his stand-up, and to Leites credit, he withstood a world of punishment in the second and third rounds without being finished. At the end of the day, Martin Kampmann is the fighter walking out still undefeated in the UFC, while Leites heads back to Brazil to figure out what went wrong.\n \nIn what was one of the most exciting fights in recent UFC history, Scott “Hands of Steel” Smith squared off with his good friend from the show, Pete “Drago” Sell. This fight was taped as a preliminary bout earlier in the night and aired during the Spike TV broadcast. \n\nOn paper, it seemed like Sell would want to take the fight to the ground, where he would have the advantage over Smith, but it was much the opposite as these two threw everything, including the kitchen sink, at each other while standing up. They both smiled continuously as they pounded on one another and at the end of the first round, they hugged and almost looked like they were going to the same corner after the round. The second round saw much of the same but with a couple of minutes remaining, Pete Sell landed a very big shot to Scott Smith’s ribs, causing him to buckle and stumble towards the corner. Just as Smith fell to one knee and “Drago” moved in for the kill, the former WEC Light Heavyweight Champion mustered just enough strength to throw one more punch, and in dramatic fashion he absolutely floored Sell with the shot. Just barely having the strength to jump up and finish the fight, Smith instantly crumbled afterwards, holding his stomach in obvious pain. There’s not much of a chance that the UFC won't bring back both of these fighters after what has to be considered fight of the night.\n\nAlso, Rich “No Love” Clementi and Din Thomas put on an action packed fight, as the 155-pound fighters usually seem to do. The fight remained standing for a big part of the first round with Clementi throwing heavy shots but Thomas was the definitively better striker, landing the crisper punches throughout. \n\nIn the 2nd round, the action was moving at a feverish pace and Thomas was able to truly display how much his stand-up game has advanced when he picked Clementi apart. After a few heavy shots, Thomas moved to take Clementi’s back, where he secured a rear naked choke, forcing the submission and getting the win. Din Thomas is just another very dangerous opponent in an already stacked UFC lightweight division, but he made no bones about who he wants next when he called out UFC Lightweight Champion Sean Sherk, saying that Sherk had his title.",13
9,"Did you really get a tax cut under Bu$h? ; Some do not understand even simple math. I pay $2200 per year in School taxes on my property, in simple math is this a Tax cut? It increased 5 times in 4 years under Bu$h.\n\nWASHINGTON - If it seems like your taxes have been going up, they probably have — at least at the state level. State taxpayer burdens increased by an average of 41 percent from 1994 to 2004, according to newly released data from the census bureau. Only one state, Alaska, saw the amount it collects per person decline. Even when the numbers are adjusted for inflation, the individual tax burdens increase in 43 states.\nHawaiians last year paid the most to state government — $3,050 per person on average. Texans paid the least — an average of $1,368.\nRising education and Medicaid costs have fueled spending growth, which has led to higher taxes, analysts said.\n""Medicaid has been the fastest growing program in state budgets going back to 2000,"" said Arturo Perez, a fiscal analyst at the National Council of State Legislatures.\nMedicaid is the state-federal health insurance program for the poor. In an effort to stem rising costs, Congress passed legislation last week allowing states to charge about 13 million Medicaid beneficiaries new or increased co-payments and premiums. ; Only if you are a major corporation and/or a really rich person that does not need a tax cut.  I'm too poor to get a tax cut. Billioaires for Bush",16
0,"6 MEN . we give 6 men , same quantity of land , we ask them to seed it . after 6 years what we will find ? ; I ask any one of you to use his imagination .\nI give you 2 weeks to think about it . ; evidence of competent fertilization",21
1,what kind of internal and external is??? ; (A) External Fertilization (B) Internal Fertilization (C) External Development (D) Internal Development\nChoose from here\n1. Amniotic egg \n2. Puched Mammals \n3. Metamorphosis \n4. Gametes are released into enviroment \n5. Placenta \n6. Gametes are releaded in high numbers \n7. Gametes are protected by mother's body ; Am I doing your homework for you?\n1. A and B\n2. B and C\n3. C\n4. A\n5. B and D\n6. A\n7. B,22
